STATE,FD,FD_EXT,FD_FLX,VMS,VMS_EXT,VMS_FLX,LI,LI_EXT,LI_FLX
1,1.7146235944382235,-2.4491586655940036,-2.3893662886525213,0.0035935376314928324,1.172149912776143e-08,4.9564981716879795e-08,684.0496758007147,75.65108978628979,103.90586928363045
1,1.8765349143392782,-2.9665207159016855,-3.259060708138022,0.01718887752640298,2.1554394834504647e-08,4.883802188909553e-08,1746.5727148631497,154.9775144405296,160.02488733626257
1,1.858950736548063,-3.3423561383934546,-2.9991871169479465,0.010198631607942038,6.347768024722864e-08,3.384914041407357e-08,1919.7300511226715,198.41192610298546,184.13880594378622
1,1.6402817984757365,-2.5333372052463528,-2.7353456049241904,0.0037093073579797025,5.0605003551570835e-08,4.0294322526821e-09,559.0704283724909,62.09260849578703,73.65134876147295
1,1.7438065333334196,-2.908361705028846,-2.995944773254619,0.024151333416406285,3.2144124826797495e-08,7.584303676856158e-09,1238.4950765313365,135.17426761848537,131.66686174259308
1,2.4615619299885685,-4.007807323619569,-2.7434187669160073,6.405900491617168e-05,3.97411882916932e-08,1.1268570615733209e-12,281.9135708541767,73.04042783104943,12.665765356906029
1,1.8652791112747193,-3.2649592156479583,-2.9498447337334275,0.005770078815150558,1.1739843990727105e-08,3.4261445423597383e-07,1433.4072562212205,134.5177062163393,151.64352875292465
1,1.719052053752269,-3.0947395895621854,-2.7619321055912494,0.007033190166563485,2.2059154765479188e-08,3.004802989788701e-08,1802.2660440480536,161.8014567910252,156.3561392212571
1,1.7661041066088183,-3.080643576751127,-2.532474990640024,0.0031376943316557293,6.828224463545461e-07,1.5069093193080704e-08,869.3240083614612,97.71477104530861,76.91901989830889
1,1.7930460480752521,-2.9094689324498235,-2.8380378739657317,0.012683635253096504,1.059159984764554e-08,6.800486529540878e-08,1459.9469505121126,125.51767247224446,132.8141118113218
1,1.739876293422427,-2.994786295200595,-2.7751843510305108,0.0076890612747575245,3.06514940636765e-08,1.1839590168016313e-08,983.6519415213121,89.83274079758503,90.30472262597641
1,2.0620462308731446,-3.16326007106077,-3.0452034539543122,0.004707553806222862,2.4516906501875687e-08,4.3137813312075196e-08,1779.3207057539007,166.00930269522433,217.86953934052912
1,1.373331734922114,-2.7049822254123885,-2.8837184256901125,0.010283054651433941,1.8760432003440586e-07,2.953478343694413e-10,329.6861628415352,58.2548606312526,41.91051799963224
1,1.6166954484929903,-2.472707381639845,-2.9121353768524267,0.0076695375257159306,1.6639428173543957e-07,8.981535532640875e-10,710.7432643597172,81.56086007218553,72.1401591257214
1,1.525701548338496,-3.403488338711095,-2.453453736548428,0.00044112170287379155,9.830261343226328e-11,6.025038153340901e-08,371.485564532196,26.984328976747594,44.849959708754106
1,1.3896004758335048,-2.831886733540382,-2.6829696833224004,0.007922156328646726,1.1098334630134672e-07,3.9725451544382935e-08,687.2344431488303,87.91920554805647,87.14880377113755
1,2.3054578656905207,-3.0366866370761443,-2.5421866657032117,2.8598028133663086e-05,1.4032749344730429e-08,3.421030899126224e-10,500.0632662105708,57.329650325934395,28.25879151389263
1,2.016048982669212,-2.940635076478255,-2.8057359388424983,3.466454119444606e-05,4.553622662437307e-08,6.501195257041702e-13,304.4836357062386,73.1259455506941,9.288291342149684
1,1.9339010741991685,-3.180592844268719,-2.922685900853552,0.0034425904266681944,4.402244559912913e-08,1.566228085535166e-07,1966.717417085594,185.55189901994865,196.91875592842842
1,1.8979106818958895,-2.9921054863662073,-2.8710395610040127,0.006991772252144289,8.020944697188274e-09,5.028870684863137e-09,1146.701348972247,118.07842531302151,104.8909967665216
