packet_count,X,Y,Z
178,-0.4140625,-0.0859375,0.91796875
179,-0.4140625,-0.0859375,0.91796875
180,-0.4140625,-0.0859375,0.91796875
181,-0.4140625,-0.0859375,0.9169921875
182,-0.4140625,-0.0859375,0.91796875
183,-0.4140625,-0.0859375,0.9169921875
184,-0.4140625,-0.0859375,0.9169921875
185,-0.4140625,-0.0859375,0.9169921875
186,-0.4140625,-0.0859375,0.9169921875
187,-0.4140625,-0.0859375,0.9169921875
188,-0.4140625,-0.0859375,0.9169921875
189,-0.4140625,-0.0859375,0.9169921875
190,-0.4140625,-0.0859375,0.9169921875
191,-0.4140625,-0.0859375,0.9169921875
192,-0.4140625,-0.0859375,0.9169921875
193,-0.4140625,-0.0859375,0.9169921875
194,-0.4140625,-0.0859375,0.9169921875
195,-0.4140625,-0.0859375,0.9169921875
196,-0.4140625,-0.0859375,0.9169921875
197,-0.4140625,-0.0859375,0.9169921875
198,-0.4140625,-0.0859375,0.9169921875
199,-0.4140625,-0.0859375,0.9169921875
200,-0.4140625,-0.0859375,0.9169921875
201,-0.4140625,-0.0859375,0.9169921875
202,-0.4140625,-0.0859375,0.9169921875
203,-0.4140625,-0.0859375,0.9169921875
204,-0.4140625,-0.0859375,0.9169921875
205,-0.4140625,-0.0859375,0.91796875
206,-0.4140625,-0.0859375,0.91796875
207,-0.4140625,-0.0859375,0.91796875
208,-0.4140625,-0.0859375,0.91796875
209,-0.4140625,-0.0859375,0.91796875
210,-0.4150390625,-0.0859375,0.91796875
211,-0.4150390625,-0.0859375,0.91796875
212,-0.4150390625,-0.0859375,0.91796875
213,-0.4150390625,-0.0859375,0.91796875
214,-0.4140625,-0.0859375,0.91796875
215,-0.4150390625,-0.0859375,0.91796875
216,-0.4150390625,-0.0859375,0.9169921875
217,-0.4150390625,-0.0859375,0.9169921875
218,-0.4150390625,-0.0859375,0.9169921875
219,-0.4150390625,-0.0859375,0.9169921875
220,-0.4150390625,-0.0859375,0.9169921875
221,-0.4150390625,-0.0859375,0.91796875
222,-0.4150390625,-0.0859375,0.9169921875
223,-0.4150390625,-0.0859375,0.9169921875
224,-0.4150390625,-0.0859375,0.9169921875
225,-0.4150390625,-0.0859375,0.9169921875
226,-0.4150390625,-0.0859375,0.9169921875
227,-0.4150390625,-0.0859375,0.9169921875
228,-0.4150390625,-0.0859375,0.9169921875
229,-0.4150390625,-0.0859375,0.9169921875
230,-0.4150390625,-0.0859375,0.9169921875
231,-0.4150390625,-0.0859375,0.9169921875
232,-0.4150390625,-0.0859375,0.9169921875
233,-0.4150390625,-0.0859375,0.9169921875
234,-0.4150390625,-0.0859375,0.9169921875
235,-0.4150390625,-0.0859375,0.9169921875
236,-0.4150390625,-0.0859375,0.9169921875
237,-0.4150390625,-0.0869140625,0.9169921875
238,-0.4150390625,-0.0869140625,0.9169921875
239,-0.4150390625,-0.0869140625,0.9169921875
240,-0.4150390625,-0.0859375,0.9169921875
241,-0.4150390625,-0.0859375,0.9169921875
242,-0.4150390625,-0.0859375,0.9169921875
243,-0.4150390625,-0.0859375,0.9169921875
244,-0.4150390625,-0.0859375,0.9169921875
245,-0.4150390625,-0.0859375,0.9169921875
246,-0.4150390625,-0.0869140625,0.9169921875
247,-0.4150390625,-0.0869140625,0.9169921875
248,-0.4150390625,-0.0869140625,0.9169921875
249,-0.4150390625,-0.0869140625,0.9169921875
250,-0.4150390625,-0.0869140625,0.9169921875
251,-0.4150390625,-0.0869140625,0.9169921875
252,-0.4150390625,-0.0869140625,0.9169921875
253,-0.4150390625,-0.0869140625,0.9169921875
254,-0.4150390625,-0.0869140625,0.9169921875
255,-0.4150390625,-0.0869140625,0.9169921875
256,-0.4150390625,-0.0869140625,0.9169921875
257,-0.416015625,-0.0869140625,0.9169921875
258,-0.416015625,-0.0869140625,0.9169921875
259,-0.416015625,-0.0869140625,0.9169921875
260,-0.416015625,-0.0869140625,0.9169921875
261,-0.4150390625,-0.0869140625,0.9169921875
262,-0.416015625,-0.0869140625,0.9169921875
263,-0.416015625,-0.0869140625,0.9169921875
264,-0.416015625,-0.0869140625,0.9169921875
265,-0.416015625,-0.0869140625,0.91796875
266,-0.416015625,-0.0869140625,0.91796875
267,-0.416015625,-0.0869140625,0.91796875
268,-0.416015625,-0.0869140625,0.91796875
269,-0.416015625,-0.0869140625,0.91796875
270,-0.416015625,-0.0869140625,0.91796875
271,-0.416015625,-0.0869140625,0.91796875
272,-0.416015625,-0.0869140625,0.91796875
273,-0.416015625,-0.0869140625,0.9169921875
274,-0.416015625,-0.0869140625,0.9169921875
275,-0.416015625,-0.0869140625,0.9169921875
276,-0.416015625,-0.0869140625,0.9169921875
277,-0.416015625,-0.0869140625,0.9169921875
278,-0.416015625,-0.0869140625,0.9169921875
279,-0.416015625,-0.0869140625,0.91796875
280,-0.416015625,-0.0869140625,0.91796875
281,-0.416015625,-0.0869140625,0.91796875
282,-0.416015625,-0.0869140625,0.91796875
283,-0.416015625,-0.0869140625,0.91796875
284,-0.416015625,-0.0869140625,0.91796875
285,-0.416015625,-0.0869140625,0.91796875
286,-0.416015625,-0.0869140625,0.91796875
287,-0.416015625,-0.0869140625,0.91796875
288,-0.416015625,-0.0869140625,0.91796875
289,-0.416015625,-0.0869140625,0.91796875
290,-0.416015625,-0.0869140625,0.91796875
291,-0.416015625,-0.087890625,0.91796875
292,-0.416015625,-0.087890625,0.91796875
293,-0.416015625,-0.087890625,0.91796875
294,-0.416015625,-0.0869140625,0.9169921875
295,-0.416015625,-0.0869140625,0.9169921875
296,-0.416015625,-0.0869140625,0.91796875
297,-0.416015625,-0.0869140625,0.91796875
298,-0.416015625,-0.087890625,0.91796875
299,-0.416015625,-0.087890625,0.91796875
300,-0.416015625,-0.087890625,0.91796875
301,-0.416015625,-0.0869140625,0.91796875
302,-0.416015625,-0.0869140625,0.91796875
303,-0.416015625,-0.0869140625,0.91796875
304,-0.416015625,-0.0869140625,0.91796875
305,-0.416015625,-0.0869140625,0.91796875
306,-0.416015625,-0.087890625,0.91796875
307,-0.416015625,-0.087890625,0.91796875
308,-0.416015625,-0.087890625,0.91796875
309,-0.416015625,-0.087890625,0.91796875
310,-0.416015625,-0.087890625,0.91796875
311,-0.416015625,-0.087890625,0.91796875
312,-0.416015625,-0.087890625,0.91796875
313,-0.416015625,-0.087890625,0.91796875
314,-0.416015625,-0.087890625,0.91796875
315,-0.416015625,-0.0888671875,0.91796875
316,-0.416015625,-0.0888671875,0.91796875
317,-0.416015625,-0.0888671875,0.91796875
318,-0.416015625,-0.0888671875,0.91796875
319,-0.416015625,-0.0888671875,0.91796875
320,-0.416015625,-0.0888671875,0.91796875
321,-0.416015625,-0.087890625,0.91796875
322,-0.416015625,-0.087890625,0.91796875
323,-0.4150390625,-0.087890625,0.91796875
324,-0.4150390625,-0.087890625,0.91796875
325,-0.4150390625,-0.087890625,0.9189453125
326,-0.4150390625,-0.087890625,0.9189453125
327,-0.4150390625,-0.087890625,0.9189453125
328,-0.4150390625,-0.087890625,0.9189453125
329,-0.4150390625,-0.087890625,0.9189453125
330,-0.4150390625,-0.087890625,0.9189453125
331,-0.4150390625,-0.087890625,0.9189453125
332,-0.4150390625,-0.087890625,0.9189453125
333,-0.4150390625,-0.087890625,0.9189453125
334,-0.4150390625,-0.087890625,0.9189453125
335,-0.4150390625,-0.087890625,0.9189453125
336,-0.4150390625,-0.087890625,0.9189453125
337,-0.4150390625,-0.087890625,0.9189453125
338,-0.4150390625,-0.087890625,0.9189453125
339,-0.4150390625,-0.087890625,0.9189453125
340,-0.4150390625,-0.087890625,0.9189453125
341,-0.4150390625,-0.087890625,0.9189453125
342,-0.4150390625,-0.087890625,0.9189453125
343,-0.4150390625,-0.087890625,0.9189453125
344,-0.4150390625,-0.087890625,0.9189453125
345,-0.4150390625,-0.087890625,0.9189453125
346,-0.4150390625,-0.087890625,0.9189453125
347,-0.4150390625,-0.087890625,0.9189453125
348,-0.4150390625,-0.087890625,0.9189453125
349,-0.4150390625,-0.087890625,0.919921875
350,-0.4150390625,-0.087890625,0.919921875
351,-0.4150390625,-0.087890625,0.919921875
352,-0.4150390625,-0.087890625,0.919921875
353,-0.4150390625,-0.087890625,0.919921875
354,-0.4150390625,-0.0869140625,0.919921875
355,-0.4150390625,-0.0869140625,0.9189453125
356,-0.4150390625,-0.0869140625,0.9189453125
357,-0.4150390625,-0.0869140625,0.9189453125
358,-0.4150390625,-0.0869140625,0.9189453125
359,-0.4150390625,-0.0869140625,0.9189453125
360,-0.4150390625,-0.0869140625,0.9189453125
361,-0.4150390625,-0.0869140625,0.9189453125
362,-0.4150390625,-0.0869140625,0.9189453125
363,-0.4150390625,-0.0869140625,0.9189453125
364,-0.4150390625,-0.0869140625,0.9189453125
365,-0.4150390625,-0.0869140625,0.9189453125
366,-0.4150390625,-0.0869140625,0.9189453125
367,-0.4150390625,-0.0869140625,0.9189453125
368,-0.4150390625,-0.0869140625,0.9189453125
369,-0.4150390625,-0.0869140625,0.9189453125
370,-0.4150390625,-0.0869140625,0.9189453125
371,-0.4150390625,-0.0869140625,0.9189453125
372,-0.4150390625,-0.0869140625,0.9189453125
373,-0.4150390625,-0.0869140625,0.9189453125
374,-0.4150390625,-0.0869140625,0.9189453125
375,-0.4150390625,-0.0869140625,0.9189453125
376,-0.4150390625,-0.0869140625,0.9189453125
377,-0.4150390625,-0.0869140625,0.9189453125
378,-0.4150390625,-0.0869140625,0.9189453125
379,-0.4150390625,-0.0869140625,0.9189453125
380,-0.4150390625,-0.0869140625,0.9189453125
381,-0.4150390625,-0.0869140625,0.9189453125
382,-0.4150390625,-0.0869140625,0.9189453125
383,-0.4150390625,-0.0869140625,0.919921875
384,-0.4150390625,-0.0869140625,0.919921875
385,-0.4150390625,-0.0869140625,0.9189453125
386,-0.4150390625,-0.0869140625,0.9189453125
387,-0.4150390625,-0.0869140625,0.9189453125
388,-0.4150390625,-0.0859375,0.9189453125
389,-0.4150390625,-0.0859375,0.9189453125
390,-0.4150390625,-0.0859375,0.9189453125
391,-0.4150390625,-0.0859375,0.9189453125
392,-0.4150390625,-0.0859375,0.9189453125
393,-0.4150390625,-0.0859375,0.9189453125
394,-0.4150390625,-0.0859375,0.9189453125
395,-0.4150390625,-0.0859375,0.9189453125
396,-0.4150390625,-0.0859375,0.919921875
397,-0.4150390625,-0.0859375,0.919921875
398,-0.4150390625,-0.0859375,0.919921875
399,-0.4150390625,-0.0859375,0.919921875
400,-0.4150390625,-0.0859375,0.9189453125
401,-0.4150390625,-0.0859375,0.9189453125
402,-0.4150390625,-0.0859375,0.919921875
403,-0.4150390625,-0.0859375,0.919921875
404,-0.4150390625,-0.0859375,0.919921875
405,-0.4150390625,-0.0859375,0.9189453125
406,-0.4150390625,-0.0859375,0.9189453125
407,-0.4150390625,-0.0859375,0.9189453125
408,-0.4150390625,-0.0859375,0.919921875
409,-0.4150390625,-0.0859375,0.919921875
410,-0.4150390625,-0.0859375,0.919921875
411,-0.4150390625,-0.0859375,0.919921875
412,-0.4150390625,-0.0859375,0.919921875
413,-0.4150390625,-0.0859375,0.919921875
414,-0.4150390625,-0.0859375,0.9189453125
415,-0.4150390625,-0.0859375,0.9189453125
416,-0.4150390625,-0.0859375,0.9189453125
417,-0.4150390625,-0.0859375,0.9189453125
418,-0.4150390625,-0.0859375,0.9189453125
419,-0.4150390625,-0.0859375,0.9189453125
420,-0.4150390625,-0.0859375,0.9189453125
421,-0.4150390625,-0.0859375,0.9189453125
422,-0.4150390625,-0.0859375,0.9189453125
423,-0.4150390625,-0.0859375,0.9189453125
424,-0.4150390625,-0.0859375,0.9189453125
425,-0.4150390625,-0.0859375,0.9189453125
426,-0.4140625,-0.0859375,0.9189453125
427,-0.4140625,-0.0859375,0.9189453125
428,-0.4150390625,-0.0859375,0.9189453125
429,-0.4150390625,-0.0859375,0.9189453125
430,-0.4150390625,-0.0859375,0.9189453125
431,-0.4150390625,-0.0859375,0.9189453125
432,-0.4150390625,-0.0859375,0.9189453125
433,-0.4140625,-0.0859375,0.9189453125
434,-0.4150390625,-0.0859375,0.9189453125
435,-0.4150390625,-0.0859375,0.9189453125
436,-0.4150390625,-0.0859375,0.9189453125
437,-0.4140625,-0.0859375,0.9189453125
438,-0.4140625,-0.0859375,0.91796875
439,-0.4140625,-0.0859375,0.91796875
440,-0.4150390625,-0.0859375,0.91796875
441,-0.4150390625,-0.0859375,0.91796875
442,-0.4150390625,-0.0859375,0.91796875
443,-0.4150390625,-0.0859375,0.91796875
444,-0.4150390625,-0.0859375,0.9189453125
445,-0.4150390625,-0.0859375,0.9189453125
446,-0.4150390625,-0.0859375,0.91796875
447,-0.4150390625,-0.0859375,0.9189453125
448,-0.4150390625,-0.0859375,0.9189453125
449,-0.4150390625,-0.0859375,0.9189453125
450,-0.4150390625,-0.0859375,0.9189453125
451,-0.4150390625,-0.0859375,0.9189453125
452,-0.4150390625,-0.0859375,0.91796875
453,-0.4150390625,-0.0859375,0.91796875
454,-0.4150390625,-0.0859375,0.91796875
455,-0.4150390625,-0.0859375,0.91796875
456,-0.4140625,-0.0859375,0.91796875
457,-0.4140625,-0.0859375,0.91796875
458,-0.4140625,-0.0859375,0.91796875
459,-0.4140625,-0.0859375,0.91796875
460,-0.4140625,-0.0859375,0.91796875
461,-0.4140625,-0.0859375,0.91796875
462,-0.4140625,-0.0859375,0.91796875
463,-0.4150390625,-0.0859375,0.91796875
464,-0.4150390625,-0.0859375,0.91796875
465,-0.4140625,-0.0859375,0.91796875
466,-0.4150390625,-0.0859375,0.9189453125
467,-0.4150390625,-0.0859375,0.9189453125
468,-0.4150390625,-0.0859375,0.9189453125
469,-0.4150390625,-0.0859375,0.9189453125
470,-0.4150390625,-0.0859375,0.91796875
471,-0.4150390625,-0.0859375,0.91796875
472,-0.4150390625,-0.0859375,0.91796875
473,-0.4150390625,-0.0859375,0.91796875
474,-0.4150390625,-0.0859375,0.91796875
475,-0.4150390625,-0.0859375,0.91796875
476,-0.4150390625,-0.0859375,0.91796875
477,-0.4150390625,-0.0859375,0.91796875
478,-0.4150390625,-0.0859375,0.91796875
479,-0.4150390625,-0.0859375,0.9189453125
480,-0.4150390625,-0.0859375,0.9189453125
481,-0.4150390625,-0.0859375,0.91796875
482,-0.4150390625,-0.0859375,0.91796875
483,-0.4150390625,-0.0859375,0.91796875
484,-0.4150390625,-0.0859375,0.91796875
485,-0.4150390625,-0.0859375,0.91796875
486,-0.4150390625,-0.0859375,0.91796875
487,-0.4150390625,-0.0859375,0.91796875
488,-0.4150390625,-0.0859375,0.91796875
489,-0.4150390625,-0.0859375,0.91796875
490,-0.4150390625,-0.0859375,0.91796875
491,-0.4150390625,-0.0859375,0.91796875
492,-0.4150390625,-0.0859375,0.91796875
493,-0.4150390625,-0.0859375,0.9189453125
494,-0.4150390625,-0.0849609375,0.9189453125
495,-0.4150390625,-0.0849609375,0.9189453125
496,-0.4150390625,-0.0849609375,0.9189453125
497,-0.4150390625,-0.0849609375,0.9189453125
498,-0.4150390625,-0.0849609375,0.9189453125
499,-0.4150390625,-0.0849609375,0.9189453125
500,-0.4150390625,-0.0849609375,0.9189453125
501,-0.4150390625,-0.0849609375,0.9189453125
502,-0.4150390625,-0.0849609375,0.9189453125
503,-0.4150390625,-0.0849609375,0.9189453125
504,-0.4150390625,-0.0849609375,0.9189453125
505,-0.4150390625,-0.0849609375,0.9189453125
506,-0.4150390625,-0.0849609375,0.9189453125
507,-0.4150390625,-0.0849609375,0.9189453125
508,-0.4150390625,-0.0849609375,0.9189453125
509,-0.4150390625,-0.0849609375,0.9189453125
510,-0.4150390625,-0.0849609375,0.9189453125
511,-0.4150390625,-0.0849609375,0.9189453125
512,-0.4150390625,-0.0849609375,0.9189453125
513,-0.4150390625,-0.0849609375,0.9189453125
514,-0.4150390625,-0.0849609375,0.9189453125
515,-0.4150390625,-0.0849609375,0.9189453125
516,-0.4150390625,-0.0849609375,0.9189453125
517,-0.4150390625,-0.0849609375,0.9189453125
518,-0.4150390625,-0.0849609375,0.9189453125
519,-0.4150390625,-0.0849609375,0.9189453125
520,-0.4150390625,-0.0849609375,0.9189453125
521,-0.4150390625,-0.0849609375,0.9189453125
522,-0.4150390625,-0.0849609375,0.9189453125
523,-0.416015625,-0.0849609375,0.9189453125
524,-0.416015625,-0.0849609375,0.9189453125
525,-0.416015625,-0.0859375,0.9189453125
526,-0.416015625,-0.0859375,0.9189453125
527,-0.416015625,-0.0859375,0.9189453125
528,-0.416015625,-0.0859375,0.9189453125
529,-0.416015625,-0.0859375,0.919921875
530,-0.416015625,-0.0859375,0.9189453125
531,-0.416015625,-0.0859375,0.9189453125
532,-0.416015625,-0.0859375,0.9189453125
533,-0.416015625,-0.0859375,0.9189453125
534,-0.416015625,-0.0859375,0.9189453125
535,-0.416015625,-0.0859375,0.9189453125
536,-0.416015625,-0.0859375,0.9189453125
537,-0.416015625,-0.0859375,0.9189453125
538,-0.416015625,-0.0859375,0.9189453125
539,-0.416015625,-0.0849609375,0.919921875
540,-0.416015625,-0.0849609375,0.919921875
541,-0.416015625,-0.0849609375,0.919921875
542,-0.416015625,-0.0859375,0.919921875
543,-0.416015625,-0.0849609375,0.919921875
544,-0.416015625,-0.0849609375,0.919921875
545,-0.416015625,-0.0849609375,0.919921875
546,-0.4150390625,-0.0849609375,0.919921875
547,-0.4150390625,-0.0849609375,0.919921875
548,-0.4150390625,-0.0849609375,0.919921875
549,-0.4150390625,-0.0849609375,0.919921875
550,-0.4150390625,-0.0849609375,0.919921875
551,-0.4150390625,-0.0849609375,0.919921875
552,-0.4150390625,-0.0849609375,0.919921875
553,-0.4150390625,-0.0849609375,0.919921875
554,-0.4150390625,-0.0849609375,0.919921875
555,-0.4150390625,-0.0849609375,0.919921875
556,-0.4150390625,-0.0849609375,0.919921875
557,-0.4150390625,-0.0849609375,0.919921875
558,-0.4150390625,-0.0849609375,0.919921875
559,-0.4150390625,-0.0849609375,0.919921875
560,-0.4150390625,-0.0849609375,0.919921875
561,-0.4150390625,-0.0849609375,0.919921875
562,-0.4150390625,-0.0849609375,0.919921875
563,-0.4150390625,-0.0849609375,0.919921875
564,-0.4150390625,-0.0849609375,0.919921875
565,-0.4150390625,-0.0849609375,0.919921875
566,-0.4150390625,-0.0849609375,0.919921875
567,-0.4150390625,-0.0849609375,0.919921875
568,-0.4150390625,-0.0849609375,0.919921875
569,-0.4150390625,-0.0849609375,0.919921875
570,-0.4150390625,-0.0849609375,0.919921875
571,-0.4150390625,-0.0849609375,0.919921875
572,-0.4150390625,-0.0849609375,0.919921875
573,-0.4150390625,-0.0849609375,0.919921875
574,-0.4150390625,-0.0849609375,0.919921875
575,-0.4150390625,-0.0849609375,0.919921875
576,-0.4150390625,-0.0849609375,0.919921875
577,-0.4150390625,-0.0849609375,0.919921875
578,-0.4150390625,-0.0849609375,0.919921875
579,-0.4150390625,-0.0849609375,0.919921875
580,-0.4150390625,-0.0849609375,0.9208984375
581,-0.4150390625,-0.0849609375,0.9208984375
582,-0.4150390625,-0.0849609375,0.9208984375
583,-0.4150390625,-0.0849609375,0.9208984375
584,-0.4150390625,-0.0849609375,0.9208984375
585,-0.4150390625,-0.0849609375,0.919921875
586,-0.4150390625,-0.0849609375,0.919921875
587,-0.4150390625,-0.083984375,0.919921875
588,-0.4150390625,-0.083984375,0.919921875
589,-0.4150390625,-0.083984375,0.919921875
590,-0.4150390625,-0.083984375,0.919921875
591,-0.4150390625,-0.083984375,0.919921875
592,-0.4150390625,-0.083984375,0.919921875
