packet_count,X,Y,Z
10784,-0.4140625,-0.0869140625,0.919921875
10785,-0.4140625,-0.0869140625,0.9189453125
10786,-0.4140625,-0.0869140625,0.9189453125
10787,-0.4140625,-0.0869140625,0.919921875
10788,-0.4140625,-0.0869140625,0.9189453125
10789,-0.4140625,-0.0869140625,0.9189453125
10790,-0.4140625,-0.0869140625,0.9189453125
10791,-0.4140625,-0.0869140625,0.9189453125
10792,-0.4130859375,-0.0869140625,0.9189453125
10793,-0.4130859375,-0.0869140625,0.9189453125
10794,-0.4130859375,-0.0869140625,0.9189453125
10795,-0.4130859375,-0.0869140625,0.9189453125
10796,-0.4130859375,-0.0869140625,0.919921875
10797,-0.4130859375,-0.0869140625,0.919921875
10798,-0.4130859375,-0.087890625,0.9189453125
10799,-0.4130859375,-0.087890625,0.9189453125
10800,-0.4130859375,-0.087890625,0.9189453125
10801,-0.4130859375,-0.087890625,0.9189453125
10802,-0.4130859375,-0.0869140625,0.9189453125
10803,-0.4130859375,-0.0869140625,0.9189453125
10804,-0.4130859375,-0.0869140625,0.919921875
10805,-0.4130859375,-0.0869140625,0.919921875
10806,-0.4130859375,-0.0869140625,0.919921875
10807,-0.4130859375,-0.0869140625,0.919921875
10808,-0.4130859375,-0.0869140625,0.919921875
10809,-0.4130859375,-0.0869140625,0.919921875
10810,-0.4130859375,-0.0869140625,0.9189453125
10811,-0.4130859375,-0.0869140625,0.919921875
10812,-0.4130859375,-0.0869140625,0.9189453125
10813,-0.4130859375,-0.0869140625,0.9189453125
10814,-0.4130859375,-0.0869140625,0.9189453125
10815,-0.4130859375,-0.0869140625,0.9189453125
10816,-0.4130859375,-0.0869140625,0.9189453125
10817,-0.4130859375,-0.0869140625,0.9189453125
10818,-0.4130859375,-0.0869140625,0.9189453125
10819,-0.4130859375,-0.0869140625,0.9189453125
10820,-0.4130859375,-0.0869140625,0.9189453125
10821,-0.4130859375,-0.0869140625,0.9189453125
10822,-0.4130859375,-0.0869140625,0.9189453125
10823,-0.4130859375,-0.0869140625,0.9189453125
10824,-0.4130859375,-0.0869140625,0.9189453125
10825,-0.4130859375,-0.0869140625,0.9189453125
10826,-0.4130859375,-0.0869140625,0.9189453125
10827,-0.4130859375,-0.0869140625,0.9189453125
10828,-0.4130859375,-0.0869140625,0.9189453125
10829,-0.4130859375,-0.0869140625,0.9189453125
10830,-0.4130859375,-0.0869140625,0.91796875
10831,-0.4140625,-0.0869140625,0.91796875
10832,-0.4140625,-0.0869140625,0.91796875
10833,-0.4140625,-0.0869140625,0.91796875
10834,-0.4140625,-0.0869140625,0.91796875
10835,-0.4140625,-0.0869140625,0.91796875
10836,-0.4140625,-0.0869140625,0.91796875
10837,-0.4140625,-0.0869140625,0.91796875
10838,-0.4130859375,-0.0869140625,0.91796875
10839,-0.4130859375,-0.0869140625,0.91796875
10840,-0.4130859375,-0.0869140625,0.91796875
10841,-0.4130859375,-0.0869140625,0.91796875
10842,-0.4130859375,-0.0869140625,0.91796875
10843,-0.4130859375,-0.0869140625,0.91796875
10844,-0.4130859375,-0.0869140625,0.91796875
10845,-0.4130859375,-0.0869140625,0.91796875
10846,-0.4140625,-0.0869140625,0.91796875
10847,-0.4140625,-0.0869140625,0.91796875
10848,-0.4140625,-0.0869140625,0.91796875
10849,-0.4140625,-0.0869140625,0.91796875
10850,-0.4140625,-0.0869140625,0.91796875
10851,-0.4140625,-0.0869140625,0.9189453125
10852,-0.4140625,-0.0869140625,0.91796875
10853,-0.4140625,-0.0869140625,0.91796875
10854,-0.4140625,-0.0869140625,0.91796875
10855,-0.4140625,-0.0869140625,0.91796875
10856,-0.4150390625,-0.0869140625,0.91796875
10857,-0.4150390625,-0.0869140625,0.91796875
10858,-0.4140625,-0.0869140625,0.91796875
10859,-0.4140625,-0.0869140625,0.91796875
10860,-0.4140625,-0.0859375,0.91796875
10861,-0.4140625,-0.0859375,0.91796875
10862,-0.4140625,-0.0859375,0.91796875
10863,-0.4140625,-0.0859375,0.91796875
10864,-0.4140625,-0.0859375,0.91796875
10865,-0.4140625,-0.0859375,0.91796875
10866,-0.4140625,-0.0859375,0.91796875
10867,-0.4140625,-0.0859375,0.91796875
10868,-0.4140625,-0.0859375,0.91796875
10869,-0.4140625,-0.0859375,0.91796875
10870,-0.4140625,-0.0859375,0.91796875
10871,-0.4150390625,-0.0859375,0.91796875
10872,-0.4150390625,-0.0859375,0.91796875
10873,-0.4140625,-0.0859375,0.91796875
10874,-0.4140625,-0.0859375,0.91796875
10875,-0.4140625,-0.0859375,0.91796875
10876,-0.4140625,-0.0859375,0.91796875
10877,-0.4140625,-0.0859375,0.91796875
10878,-0.4140625,-0.0859375,0.91796875
10879,-0.4140625,-0.0859375,0.91796875
10880,-0.4140625,-0.0859375,0.9169921875
10881,-0.4140625,-0.0869140625,0.9169921875
10882,-0.4140625,-0.0869140625,0.91796875
10883,-0.4140625,-0.0869140625,0.91796875
10884,-0.4140625,-0.0869140625,0.91796875
10885,-0.4140625,-0.0869140625,0.91796875
10886,-0.4140625,-0.0869140625,0.91796875
10887,-0.4140625,-0.0859375,0.91796875
10888,-0.4140625,-0.0859375,0.9189453125
10889,-0.4140625,-0.0859375,0.9189453125
10890,-0.4140625,-0.0859375,0.9189453125
10891,-0.4140625,-0.0859375,0.9189453125
10892,-0.4140625,-0.0859375,0.9189453125
10893,-0.4140625,-0.0859375,0.9189453125
10894,-0.4140625,-0.0859375,0.9189453125
10895,-0.4140625,-0.0859375,0.9189453125
10896,-0.4140625,-0.0859375,0.9189453125
10897,-0.4140625,-0.0859375,0.9189453125
10898,-0.4140625,-0.0859375,0.9189453125
10899,-0.4140625,-0.0859375,0.9189453125
10900,-0.4140625,-0.0859375,0.9189453125
10901,-0.4140625,-0.0859375,0.9189453125
10902,-0.4140625,-0.0859375,0.9189453125
10903,-0.4150390625,-0.0859375,0.9189453125
10904,-0.4150390625,-0.0869140625,0.9189453125
10905,-0.4140625,-0.0869140625,0.9189453125
10906,-0.4140625,-0.0859375,0.9189453125
10907,-0.4140625,-0.0859375,0.9189453125
10908,-0.4140625,-0.0859375,0.9189453125
10909,-0.4140625,-0.0859375,0.9189453125
10910,-0.4140625,-0.0859375,0.9189453125
10911,-0.4140625,-0.0859375,0.9189453125
10912,-0.4140625,-0.0859375,0.9189453125
10913,-0.4140625,-0.0859375,0.9189453125
10914,-0.4140625,-0.0859375,0.9189453125
10915,-0.4140625,-0.0859375,0.9189453125
10916,-0.4140625,-0.0859375,0.91796875
10917,-0.4140625,-0.0859375,0.91796875
10918,-0.4140625,-0.0859375,0.91796875
10919,-0.4140625,-0.0859375,0.9189453125
10920,-0.4140625,-0.0859375,0.9189453125
10921,-0.4140625,-0.0859375,0.9189453125
10922,-0.4140625,-0.0859375,0.9189453125
10923,-0.4140625,-0.0859375,0.9189453125
10924,-0.4140625,-0.0859375,0.9189453125
10925,-0.4140625,-0.0859375,0.9189453125
10926,-0.4140625,-0.0859375,0.91796875
10927,-0.4140625,-0.0859375,0.91796875
10928,-0.4140625,-0.0859375,0.91796875
10929,-0.4140625,-0.0859375,0.9189453125
10930,-0.4140625,-0.0869140625,0.9189453125
10931,-0.4140625,-0.0869140625,0.91796875
10932,-0.4140625,-0.0869140625,0.91796875
10933,-0.4140625,-0.0869140625,0.91796875
10934,-0.4140625,-0.0869140625,0.91796875
10935,-0.4140625,-0.0869140625,0.91796875
10936,-0.4140625,-0.0869140625,0.91796875
10937,-0.4140625,-0.0869140625,0.91796875
10938,-0.4140625,-0.0869140625,0.91796875
10939,-0.4140625,-0.0869140625,0.91796875
10940,-0.4140625,-0.0869140625,0.91796875
10941,-0.4140625,-0.0869140625,0.91796875
10942,-0.4140625,-0.0869140625,0.91796875
10943,-0.4140625,-0.0869140625,0.91796875
10944,-0.4140625,-0.0869140625,0.91796875
10945,-0.4140625,-0.0869140625,0.91796875
10946,-0.4140625,-0.0869140625,0.91796875
10947,-0.4140625,-0.0869140625,0.91796875
10948,-0.4140625,-0.0869140625,0.91796875
10949,-0.4140625,-0.0869140625,0.91796875
10950,-0.4140625,-0.0869140625,0.91796875
10951,-0.4140625,-0.0869140625,0.91796875
10952,-0.4140625,-0.0869140625,0.91796875
10953,-0.4140625,-0.0869140625,0.91796875
10954,-0.4140625,-0.0869140625,0.91796875
10955,-0.4140625,-0.0869140625,0.91796875
10956,-0.4140625,-0.0869140625,0.91796875
10957,-0.4140625,-0.0869140625,0.91796875
10958,-0.4140625,-0.0869140625,0.91796875
10959,-0.4140625,-0.0869140625,0.91796875
10960,-0.4140625,-0.0869140625,0.91796875
10961,-0.4140625,-0.0869140625,0.91796875
10962,-0.4140625,-0.0869140625,0.91796875
10963,-0.4140625,-0.0869140625,0.91796875
10964,-0.4140625,-0.0869140625,0.91796875
10965,-0.4140625,-0.0869140625,0.91796875
10966,-0.4140625,-0.0869140625,0.91796875
10967,-0.4130859375,-0.0869140625,0.9169921875
10968,-0.4130859375,-0.0869140625,0.9169921875
10969,-0.4140625,-0.0869140625,0.9169921875
10970,-0.4140625,-0.0869140625,0.9169921875
10971,-0.4140625,-0.0869140625,0.9169921875
10972,-0.4140625,-0.0869140625,0.9169921875
10973,-0.4140625,-0.0869140625,0.9169921875
10974,-0.4140625,-0.0869140625,0.9169921875
10975,-0.4140625,-0.0869140625,0.9169921875
10976,-0.4140625,-0.0869140625,0.9169921875
10977,-0.4140625,-0.0869140625,0.9169921875
10978,-0.4140625,-0.0869140625,0.9169921875
10979,-0.4140625,-0.0869140625,0.91796875
10980,-0.4140625,-0.0869140625,0.91796875
10981,-0.4140625,-0.0869140625,0.91796875
10982,-0.4140625,-0.0869140625,0.91796875
10983,-0.4140625,-0.0869140625,0.9169921875
10984,-0.4140625,-0.0869140625,0.9169921875
10985,-0.4130859375,-0.0869140625,0.91796875
10986,-0.4130859375,-0.0869140625,0.91796875
10987,-0.4130859375,-0.0869140625,0.91796875
10988,-0.4130859375,-0.0869140625,0.91796875
10989,-0.4140625,-0.0869140625,0.91796875
10990,-0.4140625,-0.0869140625,0.91796875
10991,-0.4140625,-0.0869140625,0.91796875
10992,-0.4140625,-0.0869140625,0.91796875
10993,-0.4140625,-0.0869140625,0.91796875
10994,-0.4140625,-0.0869140625,0.91796875
10995,-0.4140625,-0.0869140625,0.91796875
10996,-0.4140625,-0.0869140625,0.91796875
10997,-0.4140625,-0.0869140625,0.91796875
10998,-0.4140625,-0.0869140625,0.91796875
10999,-0.4140625,-0.0869140625,0.91796875
11000,-0.4130859375,-0.0869140625,0.91796875
11001,-0.4130859375,-0.0869140625,0.91796875
11002,-0.4130859375,-0.0869140625,0.91796875
11003,-0.4130859375,-0.0869140625,0.91796875
11004,-0.4130859375,-0.0869140625,0.91796875
11005,-0.4130859375,-0.0869140625,0.91796875
11006,-0.4130859375,-0.0869140625,0.91796875
11007,-0.4130859375,-0.0869140625,0.91796875
11008,-0.4130859375,-0.0869140625,0.91796875
11009,-0.4130859375,-0.0869140625,0.91796875
11010,-0.4130859375,-0.0869140625,0.91796875
11011,-0.4130859375,-0.0869140625,0.91796875
11012,-0.4130859375,-0.0869140625,0.91796875
11013,-0.4130859375,-0.0869140625,0.91796875
11014,-0.4130859375,-0.0869140625,0.91796875
11015,-0.4130859375,-0.0869140625,0.9189453125
11016,-0.4130859375,-0.0859375,0.9189453125
11017,-0.4130859375,-0.0859375,0.9189453125
11018,-0.4130859375,-0.0859375,0.91796875
11019,-0.4130859375,-0.0859375,0.91796875
11020,-0.4130859375,-0.0859375,0.91796875
11021,-0.4130859375,-0.0859375,0.91796875
11022,-0.4130859375,-0.0859375,0.91796875
11023,-0.4130859375,-0.0859375,0.91796875
11024,-0.4140625,-0.0859375,0.91796875
11025,-0.4140625,-0.0859375,0.91796875
11026,-0.4140625,-0.0859375,0.9189453125
11027,-0.4140625,-0.0859375,0.9189453125
11028,-0.4140625,-0.0859375,0.9189453125
11029,-0.4140625,-0.0859375,0.9189453125
11030,-0.4130859375,-0.0859375,0.9189453125
11031,-0.4130859375,-0.0859375,0.9189453125
11032,-0.4130859375,-0.0859375,0.91796875
11033,-0.4130859375,-0.0859375,0.91796875
11034,-0.4130859375,-0.0859375,0.91796875
11035,-0.4130859375,-0.0859375,0.91796875
11036,-0.4140625,-0.0859375,0.91796875
11037,-0.4140625,-0.0859375,0.91796875
11038,-0.4140625,-0.0859375,0.91796875
11039,-0.4140625,-0.0859375,0.91796875
11040,-0.4140625,-0.0859375,0.91796875
11041,-0.4140625,-0.0859375,0.91796875
11042,-0.4140625,-0.0859375,0.91796875
11043,-0.4140625,-0.0859375,0.91796875
11044,-0.4140625,-0.0859375,0.91796875
11045,-0.4140625,-0.0859375,0.91796875
11046,-0.4140625,-0.0859375,0.91796875
11047,-0.4140625,-0.0859375,0.91796875
11048,-0.4140625,-0.0859375,0.91796875
11049,-0.4140625,-0.0859375,0.91796875
11050,-0.4140625,-0.0859375,0.91796875
11051,-0.4140625,-0.0859375,0.91796875
11052,-0.4140625,-0.0859375,0.91796875
11053,-0.4140625,-0.0869140625,0.91796875
11054,-0.4140625,-0.0869140625,0.91796875
11055,-0.4140625,-0.0869140625,0.91796875
11056,-0.4130859375,-0.0869140625,0.91796875
11057,-0.4130859375,-0.0869140625,0.91796875
11058,-0.4130859375,-0.0869140625,0.91796875
11059,-0.4130859375,-0.0869140625,0.91796875
11060,-0.4130859375,-0.0869140625,0.91796875
11061,-0.4130859375,-0.0869140625,0.91796875
11062,-0.4130859375,-0.0869140625,0.91796875
11063,-0.4130859375,-0.0859375,0.91796875
11064,-0.4130859375,-0.0859375,0.91796875
11065,-0.4130859375,-0.0859375,0.91796875
11066,-0.4130859375,-0.0859375,0.91796875
11067,-0.4130859375,-0.0859375,0.91796875
11068,-0.4130859375,-0.0859375,0.91796875
11069,-0.4130859375,-0.0859375,0.91796875
11070,-0.4130859375,-0.0869140625,0.91796875
11071,-0.4130859375,-0.0869140625,0.91796875
11072,-0.4130859375,-0.0869140625,0.9169921875
11073,-0.4130859375,-0.0869140625,0.9169921875
11074,-0.4130859375,-0.0869140625,0.91796875
11075,-0.4140625,-0.0869140625,0.9169921875
11076,-0.4140625,-0.0869140625,0.9169921875
11077,-0.4140625,-0.0859375,0.9169921875
11078,-0.4140625,-0.0859375,0.9169921875
11079,-0.4140625,-0.0869140625,0.9169921875
11080,-0.4130859375,-0.0869140625,0.9169921875
11081,-0.4130859375,-0.0869140625,0.9169921875
11082,-0.4130859375,-0.0869140625,0.9169921875
11083,-0.4130859375,-0.0869140625,0.91796875
11084,-0.4130859375,-0.0869140625,0.9169921875
11085,-0.4130859375,-0.0869140625,0.9169921875
11086,-0.4130859375,-0.0869140625,0.9169921875
11087,-0.4130859375,-0.0869140625,0.9169921875
11088,-0.4130859375,-0.0869140625,0.9169921875
11089,-0.4130859375,-0.0869140625,0.9169921875
11090,-0.4130859375,-0.0869140625,0.9169921875
11091,-0.4130859375,-0.0869140625,0.9169921875
11092,-0.4130859375,-0.0869140625,0.9169921875
11093,-0.4130859375,-0.0869140625,0.91796875
11094,-0.4130859375,-0.0869140625,0.9169921875
11095,-0.4130859375,-0.0869140625,0.9169921875
11096,-0.4130859375,-0.0869140625,0.9169921875
11097,-0.4130859375,-0.0869140625,0.9169921875
11098,-0.4130859375,-0.0869140625,0.9169921875
11099,-0.4130859375,-0.0869140625,0.9169921875
11100,-0.4130859375,-0.0869140625,0.9169921875
11101,-0.4130859375,-0.0869140625,0.9169921875
11102,-0.4130859375,-0.0869140625,0.9169921875
11103,-0.4140625,-0.0869140625,0.9169921875
11104,-0.4140625,-0.0869140625,0.9169921875
11105,-0.4140625,-0.0869140625,0.9169921875
11106,-0.4130859375,-0.0869140625,0.9169921875
11107,-0.4130859375,-0.0869140625,0.9169921875
11108,-0.4130859375,-0.0869140625,0.9169921875
11109,-0.4130859375,-0.0869140625,0.9169921875
11110,-0.4140625,-0.0869140625,0.9169921875
11111,-0.4140625,-0.0869140625,0.9169921875
11112,-0.4140625,-0.0869140625,0.9169921875
11113,-0.4140625,-0.0869140625,0.9169921875
11114,-0.4140625,-0.0869140625,0.9169921875
11115,-0.4140625,-0.0869140625,0.9169921875
11116,-0.4140625,-0.0869140625,0.9169921875
11117,-0.4140625,-0.0869140625,0.9169921875
11118,-0.4140625,-0.0869140625,0.9169921875
11119,-0.4140625,-0.0869140625,0.9169921875
11120,-0.4140625,-0.0869140625,0.9169921875
11121,-0.4140625,-0.0869140625,0.9169921875
11122,-0.4140625,-0.0869140625,0.9169921875
11123,-0.4140625,-0.0869140625,0.9169921875
11124,-0.4140625,-0.0869140625,0.9169921875
11125,-0.4140625,-0.0869140625,0.9169921875
11126,-0.4140625,-0.0869140625,0.9169921875
11127,-0.4140625,-0.0869140625,0.9169921875
11128,-0.4130859375,-0.0869140625,0.9169921875
11129,-0.4130859375,-0.0869140625,0.9169921875
11130,-0.4130859375,-0.0869140625,0.9169921875
11131,-0.4130859375,-0.0869140625,0.9169921875
11132,-0.4130859375,-0.0869140625,0.9169921875
11133,-0.4130859375,-0.0869140625,0.9169921875
11134,-0.4130859375,-0.0869140625,0.9169921875
11135,-0.4130859375,-0.0869140625,0.9169921875
11136,-0.4130859375,-0.0869140625,0.9169921875
11137,-0.4130859375,-0.0869140625,0.9169921875
11138,-0.4130859375,-0.0869140625,0.9169921875
11139,-0.4130859375,-0.0869140625,0.916015625
11140,-0.4130859375,-0.0869140625,0.916015625
11141,-0.4130859375,-0.0869140625,0.916015625
11142,-0.4130859375,-0.0869140625,0.9169921875
11143,-0.4130859375,-0.0869140625,0.9169921875
11144,-0.4130859375,-0.0869140625,0.9169921875
11145,-0.4130859375,-0.0869140625,0.9169921875
11146,-0.4130859375,-0.0869140625,0.9169921875
11147,-0.4130859375,-0.0869140625,0.9169921875
11148,-0.4130859375,-0.0869140625,0.9169921875
11149,-0.4130859375,-0.0869140625,0.9169921875
11150,-0.4130859375,-0.0869140625,0.9169921875
11151,-0.4130859375,-0.087890625,0.9169921875
11152,-0.4130859375,-0.0869140625,0.9169921875
11153,-0.4130859375,-0.0869140625,0.9169921875
11154,-0.4130859375,-0.0869140625,0.9169921875
11155,-0.4130859375,-0.0869140625,0.9169921875
11156,-0.4130859375,-0.0869140625,0.9169921875
11157,-0.4130859375,-0.0869140625,0.9169921875
11158,-0.4130859375,-0.0869140625,0.9169921875
11159,-0.4130859375,-0.0869140625,0.9169921875
11160,-0.4130859375,-0.0869140625,0.91796875
11161,-0.4130859375,-0.0869140625,0.91796875
11162,-0.4130859375,-0.0869140625,0.91796875
11163,-0.4130859375,-0.087890625,0.91796875
11164,-0.4130859375,-0.087890625,0.91796875
11165,-0.4130859375,-0.087890625,0.91796875
11166,-0.4130859375,-0.087890625,0.91796875
11167,-0.4130859375,-0.087890625,0.91796875
11168,-0.4130859375,-0.087890625,0.91796875
11169,-0.4130859375,-0.087890625,0.91796875
11170,-0.4130859375,-0.087890625,0.91796875
11171,-0.4140625,-0.087890625,0.91796875
11172,-0.4130859375,-0.087890625,0.91796875
11173,-0.4140625,-0.087890625,0.91796875
11174,-0.4140625,-0.087890625,0.91796875
11175,-0.4140625,-0.087890625,0.91796875
11176,-0.4140625,-0.087890625,0.91796875
11177,-0.4140625,-0.087890625,0.91796875
11178,-0.4130859375,-0.087890625,0.91796875
11179,-0.4130859375,-0.087890625,0.91796875
11180,-0.4140625,-0.087890625,0.91796875
11181,-0.4140625,-0.087890625,0.91796875
11182,-0.4130859375,-0.087890625,0.91796875
11183,-0.4130859375,-0.087890625,0.91796875
11184,-0.4130859375,-0.087890625,0.91796875
11185,-0.4130859375,-0.087890625,0.91796875
11186,-0.4130859375,-0.087890625,0.91796875
11187,-0.4140625,-0.087890625,0.91796875
11188,-0.4140625,-0.087890625,0.91796875
11189,-0.4140625,-0.087890625,0.91796875
11190,-0.4140625,-0.0869140625,0.91796875
11191,-0.4140625,-0.0869140625,0.91796875
11192,-0.4140625,-0.0869140625,0.91796875
11193,-0.4140625,-0.0869140625,0.91796875
11194,-0.4140625,-0.0869140625,0.91796875
11195,-0.4140625,-0.0869140625,0.91796875
11196,-0.4140625,-0.0869140625,0.91796875
11197,-0.4140625,-0.0869140625,0.91796875
11198,-0.4140625,-0.0869140625,0.91796875
11199,-0.4140625,-0.0869140625,0.91796875
11200,-0.4140625,-0.0869140625,0.91796875
11201,-0.4140625,-0.0869140625,0.91796875
11202,-0.4140625,-0.0869140625,0.91796875
11203,-0.4140625,-0.0869140625,0.91796875
11204,-0.4140625,-0.0869140625,0.91796875
11205,-0.4140625,-0.0869140625,0.91796875
11206,-0.4140625,-0.0869140625,0.91796875
11207,-0.4140625,-0.0869140625,0.91796875
11208,-0.4140625,-0.0869140625,0.91796875
11209,-0.4140625,-0.0869140625,0.91796875
11210,-0.4140625,-0.0869140625,0.91796875
11211,-0.4140625,-0.0869140625,0.91796875
11212,-0.4140625,-0.0869140625,0.91796875
11213,-0.4140625,-0.0869140625,0.91796875
11214,-0.4140625,-0.0869140625,0.91796875
11215,-0.4140625,-0.0869140625,0.91796875
11216,-0.4140625,-0.0869140625,0.91796875
11217,-0.4140625,-0.0869140625,0.91796875
11218,-0.4140625,-0.0869140625,0.91796875
11219,-0.4140625,-0.0869140625,0.91796875
11220,-0.4140625,-0.0869140625,0.91796875
11221,-0.4140625,-0.0869140625,0.91796875
11222,-0.4140625,-0.0869140625,0.91796875
11223,-0.4140625,-0.0869140625,0.91796875
11224,-0.4140625,-0.0869140625,0.91796875
11225,-0.4140625,-0.0869140625,0.91796875
11226,-0.4140625,-0.0869140625,0.91796875
11227,-0.4140625,-0.0869140625,0.91796875
11228,-0.4140625,-0.0869140625,0.91796875
11229,-0.4140625,-0.0869140625,0.91796875
11230,-0.4130859375,-0.0869140625,0.91796875
11231,-0.4130859375,-0.0869140625,0.91796875
11232,-0.4130859375,-0.0869140625,0.91796875
11233,-0.4130859375,-0.0869140625,0.91796875
11234,-0.4130859375,-0.0869140625,0.91796875
11235,-0.4130859375,-0.0869140625,0.91796875
11236,-0.4130859375,-0.0869140625,0.91796875
11237,-0.4130859375,-0.0869140625,0.91796875
11238,-0.4130859375,-0.0869140625,0.91796875
11239,-0.4130859375,-0.0869140625,0.91796875
11240,-0.4130859375,-0.0859375,0.91796875
11241,-0.4140625,-0.0859375,0.91796875
11242,-0.4140625,-0.0859375,0.91796875
11243,-0.4140625,-0.0859375,0.91796875
11244,-0.4140625,-0.0859375,0.91796875
11245,-0.4140625,-0.0859375,0.91796875
11246,-0.4140625,-0.0859375,0.91796875
11247,-0.4140625,-0.0859375,0.91796875
11248,-0.4140625,-0.0859375,0.91796875
11249,-0.4140625,-0.0869140625,0.91796875
11250,-0.4140625,-0.0869140625,0.91796875
11251,-0.4140625,-0.0869140625,0.91796875
11252,-0.4140625,-0.0869140625,0.91796875
11253,-0.4140625,-0.0869140625,0.91796875
11254,-0.4130859375,-0.0869140625,0.91796875
11255,-0.4130859375,-0.0869140625,0.91796875
11256,-0.4130859375,-0.0869140625,0.91796875
11257,-0.4130859375,-0.0869140625,0.91796875
11258,-0.4130859375,-0.0869140625,0.91796875
11259,-0.4130859375,-0.0869140625,0.91796875
11260,-0.4130859375,-0.0869140625,0.91796875
11261,-0.4130859375,-0.0869140625,0.91796875
11262,-0.4130859375,-0.0869140625,0.91796875
11263,-0.4130859375,-0.0869140625,0.91796875
11264,-0.4130859375,-0.0869140625,0.91796875
11265,-0.4130859375,-0.0869140625,0.91796875
11266,-0.4130859375,-0.0869140625,0.91796875
11267,-0.4140625,-0.0869140625,0.91796875
11268,-0.4130859375,-0.0869140625,0.91796875
11269,-0.4130859375,-0.0869140625,0.91796875
11270,-0.4130859375,-0.0869140625,0.91796875
11271,-0.4130859375,-0.0869140625,0.91796875
11272,-0.4130859375,-0.0869140625,0.91796875
11273,-0.4130859375,-0.0869140625,0.91796875
11274,-0.4130859375,-0.0869140625,0.9189453125
11275,-0.4130859375,-0.0869140625,0.9189453125
11276,-0.4130859375,-0.0869140625,0.9189453125
11277,-0.4130859375,-0.0869140625,0.9189453125
11278,-0.4130859375,-0.0869140625,0.9189453125
11279,-0.4130859375,-0.0869140625,0.9189453125
11280,-0.4130859375,-0.0869140625,0.9189453125
11281,-0.4130859375,-0.0869140625,0.9189453125
11282,-0.4130859375,-0.0869140625,0.9189453125
11283,-0.4130859375,-0.0869140625,0.9189453125
11284,-0.4130859375,-0.0869140625,0.91796875
11285,-0.4130859375,-0.0869140625,0.91796875
11286,-0.4130859375,-0.0869140625,0.91796875
11287,-0.4130859375,-0.0869140625,0.91796875
11288,-0.4130859375,-0.0869140625,0.91796875
11289,-0.4130859375,-0.0869140625,0.91796875
11290,-0.4130859375,-0.0869140625,0.91796875
11291,-0.4130859375,-0.0869140625,0.91796875
11292,-0.4130859375,-0.0869140625,0.91796875
11293,-0.4130859375,-0.0869140625,0.91796875
11294,-0.4130859375,-0.0869140625,0.91796875
11295,-0.4130859375,-0.0869140625,0.91796875
11296,-0.4130859375,-0.0869140625,0.91796875
11297,-0.4130859375,-0.0869140625,0.91796875
11298,-0.4130859375,-0.0869140625,0.91796875
11299,-0.412109375,-0.0869140625,0.91796875
11300,-0.4130859375,-0.0869140625,0.91796875
11301,-0.4130859375,-0.0869140625,0.91796875
11302,-0.4130859375,-0.0869140625,0.91796875
11303,-0.4130859375,-0.0869140625,0.91796875
11304,-0.4130859375,-0.0869140625,0.91796875
11305,-0.4130859375,-0.0859375,0.91796875
11306,-0.4130859375,-0.0859375,0.91796875
11307,-0.4130859375,-0.0859375,0.91796875
11308,-0.4130859375,-0.0859375,0.91796875
11309,-0.4130859375,-0.0859375,0.91796875
11310,-0.4130859375,-0.0859375,0.91796875
11311,-0.4130859375,-0.0859375,0.91796875
11312,-0.4130859375,-0.0859375,0.91796875
11313,-0.4130859375,-0.0859375,0.91796875
11314,-0.4130859375,-0.0869140625,0.91796875
11315,-0.4130859375,-0.0869140625,0.91796875
11316,-0.4130859375,-0.0869140625,0.91796875
11317,-0.4130859375,-0.0869140625,0.91796875
11318,-0.4130859375,-0.0869140625,0.91796875
11319,-0.4130859375,-0.0869140625,0.91796875
11320,-0.4130859375,-0.0869140625,0.91796875
11321,-0.4130859375,-0.0869140625,0.9189453125
11322,-0.4130859375,-0.0869140625,0.9189453125
11323,-0.4130859375,-0.0869140625,0.9189453125
11324,-0.4130859375,-0.0869140625,0.9189453125
11325,-0.4130859375,-0.0869140625,0.9189453125
11326,-0.4130859375,-0.0869140625,0.9189453125
11327,-0.4130859375,-0.0869140625,0.91796875
11328,-0.4130859375,-0.0869140625,0.91796875
11329,-0.4130859375,-0.0869140625,0.91796875
11330,-0.4130859375,-0.0869140625,0.91796875
11331,-0.4130859375,-0.0869140625,0.91796875
11332,-0.4140625,-0.0869140625,0.91796875
11333,-0.4140625,-0.0869140625,0.91796875
11334,-0.4140625,-0.087890625,0.91796875
11335,-0.4130859375,-0.0869140625,0.91796875
11336,-0.4130859375,-0.0869140625,0.91796875
11337,-0.4130859375,-0.087890625,0.91796875
11338,-0.4130859375,-0.087890625,0.91796875
11339,-0.4130859375,-0.087890625,0.91796875
11340,-0.4130859375,-0.0869140625,0.9169921875
11341,-0.4130859375,-0.0869140625,0.9169921875
11342,-0.4130859375,-0.0869140625,0.9169921875
11343,-0.4130859375,-0.0869140625,0.9169921875
11344,-0.4140625,-0.0869140625,0.9169921875
11345,-0.4140625,-0.087890625,0.9169921875
11346,-0.4140625,-0.0869140625,0.9169921875
11347,-0.4140625,-0.087890625,0.9169921875
11348,-0.4140625,-0.087890625,0.9169921875
11349,-0.4140625,-0.087890625,0.9169921875
11350,-0.4140625,-0.087890625,0.9169921875
11351,-0.4140625,-0.087890625,0.9169921875
11352,-0.4140625,-0.087890625,0.9169921875
