STATE,FD,FD_EXT,FD_FLX,VMS,VMS_EXT,VMS_FLX,LI,LI_EXT,LI_FLX
1,1.4665704271864715,1.775842656466477,1.820781587343246,0.025041930348974936,0.019167549010141897,0.02994706894882238,889.0892842519906,614.7010957755961,674.5873857291721
1,1.7666073029267817,1.6277385234595974,1.922575308597187,0.004413894409579036,0.0039656439876791585,0.0030242531973252887,631.9599453546127,454.2406336399425,460.1760260266071
1,1.744344144528005,1.8699784393920984,2.0315470122999058,0.0032472462807937334,0.0013700347295969638,0.0049358490888209965,404.4923799906139,217.19211505071874,337.9437332895983
1,2.28717790849734,2.0388491818638523,2.328853256556651,0.00018095520779317124,0.0002330771871750075,9.315772621851722e-05,261.6867505797279,252.63606598738286,63.201614879457765
1,1.3437395182527798,1.526732839467581,1.5955083489351256,0.010186221588630806,0.006659305989447791,0.0031766219830525596,268.93503300331076,199.07801240260267,181.25409802431093
1,1.5021186122840535,1.391003947368878,1.869786038149337,0.0014194736303572823,0.001439536572031242,0.0008396689069179366,295.4048555501943,223.0572079246781,190.44438827630162
1,1.8608148002094753,2.035393313734293,1.6285265541782126,0.01851912423245634,0.014851797904418115,0.01774485994834256,1025.865590781094,708.0655452571077,740.5904749916874
1,2.083917390269586,2.233933155299292,2.262760885867483,0.00016065584384821087,0.0002453561943110076,8.863385413911404e-05,181.71718270328066,168.22496988876122,72.29806664676443
1,1.7427346984399275,2.0460613698577594,1.9065076024319854,0.001108283815035316,0.001233296325314037,0.00045685912781567845,409.5919825750562,329.0569524934223,249.1012904862637
1,1.853907070414746,1.9339468714503434,2.0300245361904374,0.01588412610510565,0.014790939841714566,0.008951692690473806,1144.6265341018425,822.9146135844038,792.9426363275045
1,1.8004843479084167,1.8900668819174429,2.1862225400301436,0.007725662753659175,0.005418881396172257,0.008781851729026565,693.5074984019144,470.5795306244156,498.65054460306476
1,1.7233236979286466,1.7505781245492735,2.026606935380966,0.02409604460580738,0.026177834820226793,0.015173539115792925,973.5551670900467,701.8873073962919,684.8762232912711
1,1.6886860034992737,1.5821002639850759,1.5767951562024605,0.0035340185600445137,0.0035642066525243023,0.0035006957420894904,545.7882827619209,370.72624552705173,401.3856923619063
1,1.5222593210803006,1.409897816384384,1.9285569825876268,0.0013201451650564685,0.0012557052884199242,0.0008725910179140646,294.89074911085726,224.41727238635517,190.20008954805206
1,1.7993694118790389,1.5369509776820538,1.5656918768776253,0.0029474982745277553,0.0019925924440628135,0.0034235197593239426,238.95754851667573,114.36014823531899,208.61000643636686
1,1.58943741899847,1.4020309925879995,1.7440926115817263,0.007639316880248583,0.004248501294569577,0.005903541906684839,565.3918273822685,412.0490461074692,388.9659438477259
1,1.3650216018818535,1.5430561517917987,1.6428920845733146,0.008216678294576918,0.008189708397458917,0.006794170977855307,547.7161634666842,390.1202993576618,385.2884925836808
1,1.609521629903344,1.3809676999185585,1.6439618871243038,0.0035177760507722204,0.0026622627968774398,0.004043233366670948,451.93898035239005,302.91899429931493,334.95807592168586
1,1.647462432161559,1.5786251503324744,1.7143663492361423,0.014073372755704014,0.016616792967597632,0.004933122869294621,680.6876407112384,489.9642546202968,472.60542709942075
1,1.9112237467700137,2.1225037148678996,2.0002107339293733,0.003340834148469504,0.002545447007250341,0.004164861256748431,1463.3536783017485,986.3835174245835,1085.290468876659
1,1.8099091179477031,2.1465047647839226,1.717998065643553,0.007234576507631489,0.0024865180382399746,0.011728875991584002,1072.1945723202732,736.1686270716821,782.1000683475693
1,2.1680256648616223,2.295725743556318,2.4380918860047815,0.00043491087444089116,0.00037609443835150954,0.0004312338441358947,568.5051135917432,376.92585952097977,428.54443944095925
1,1.8452962424026877,2.162562694457797,1.6430139478767227,0.005763589579602803,0.004940181977781399,0.005807170200739574,1079.0389955902006,740.2571118612112,784.1531112234932
1,1.8002993614285554,2.0244534140460244,1.759380988060526,8.248949513432474e-05,3.325194705584388e-05,0.0006212033617215471,261.48531856833506,135.0422064050097,217.98260689866314
1,1.800834601340138,1.7439625826215042,2.0139095743099875,0.006966651358103798,0.010052865315923117,0.003294130471931893,902.4708365150161,672.2647269550112,600.7818361808613
1,2.482139105747576,2.401315561675133,2.113780249499465,0.00011142096996943657,0.000186629757883456,3.476528001460148e-05,249.3212760170497,238.58716268372987,72.46785033599632
