packet_count,acc_x,acc_y,acc_z,a_mag
117,0.036478,-0.323178,-0.9317139999999999,0.9868463112177093
118,0.016714,-0.32878999999999997,-0.93269,0.9890868809139064
119,0.02989,-0.332572,-0.934886,0.9927282509730444
120,0.028059999999999998,-0.32574,-0.940498,0.9957059802994054
121,0.019642,-0.324398,-0.92781,0.9830825329889653
122,0.02745,-0.331596,-0.925248,0.9832564625874574
123,0.020862,-0.323788,-0.9225639999999999,0.9779561473215452
124,0.024888,-0.320372,-0.92598,0.9801513104250792
125,0.022448,-0.326106,-0.925126,0.9811764121787683
126,0.014274,-0.331352,-0.924882,0.9825500541468613
127,0.033306,-0.32878999999999997,-0.91927,0.9768671796288378
128,0.027938,-0.332694,-0.928908,0.9870845465024766
129,0.020374,-0.32757,-0.924882,0.9813887704166988
130,0.02989,-0.32817999999999997,-0.931836,0.9883895261464479
131,0.033184,-0.31659,-0.9378139999999999,0.9903663486568997
132,0.0305,-0.32073799999999997,-0.93635,0.9902294871109424
133,0.022814,-0.323544,-0.9341539999999999,0.9888604017999709
134,0.022814,-0.324398,-0.9286639999999999,0.9839569939260556
135,0.013176,-0.326472,-0.93696,0.9922961328958205
136,0.017446,-0.332328,-0.926712,0.9846529304501155
137,0.020739999999999998,-0.332816,-0.9292739999999999,0.9872926640728168
138,0.019642,-0.325862,-0.924638,0.9805749753343698
139,0.030744,-0.332328,-0.9268339999999999,0.9850930700578499
140,0.033184,-0.334646,-0.92232,0.9817144725285454
141,0.021594,-0.326716,-0.931348,0.9872278068389281
142,0.025742,-0.331474,-0.927932,0.9856954194192037
143,0.028791999999999998,-0.31781,-0.9219539999999999,0.9756184466685733
144,0.02867,-0.322812,-0.919758,0.9751842568499555
145,0.027694,-0.32269,-0.927322,0.9822534731015208
146,0.025131999999999998,-0.319762,-0.92537,0.9793819433540727
147,0.025742,-0.320494,-0.928786,0.9828644303239383
148,0.023058,-0.326716,-0.926468,0.982658623858764
149,0.031232,-0.32574,-0.9335439999999999,0.9892352527887388
150,0.030134,-0.331962,-0.9384239999999999,0.9958646650905935
151,0.026352,-0.325374,-0.9243939999999999,0.9803402139135168
152,0.020984,-0.32256799999999997,-0.923662,0.9785918112900802
153,0.011346,-0.33000999999999997,-0.91988,0.9773507795136811
154,0.01952,-0.330498,-0.924638,0.9821228993603601
155,0.027694,-0.33000999999999997,-0.924882,0.9823849915689876
156,0.019275999999999998,-0.32391,-0.9298839999999999,0.9848723296610581
157,0.02318,-0.31964,-0.935252,0.988637115176241
158,0.02196,-0.326838,-0.93696,0.9925720938269422
159,0.024399999999999998,-0.328546,-0.932812,0.9892805777230239
160,0.026718,-0.324032,-0.934032,0.9890027126211535
161,0.020374,-0.329156,-0.92659,0.9835282407292635
162,0.015006,-0.317444,-0.9378139999999999,0.9901974408005707
163,0.030622,-0.3172,-0.92598,0.9792816281764914
164,0.030378,-0.32574,-0.925248,0.9813833257132505
165,0.028059999999999998,-0.338062,-0.92781,0.9878788769601261
166,0.028304,-0.336232,-0.9213439999999999,0.9811869549560879
167,0.024888,-0.325008,-0.923052,0.9789150153675241
168,0.032085999999999996,-0.325984,-0.927688,0.9838191424220206
169,0.027816,-0.33122999999999997,-0.929762,0.9873927381746332
170,0.028426,-0.337452,-0.925736,0.9857327383606572
171,0.027572,-0.331596,-0.9250039999999999,0.9830302754320438
172,0.025498,-0.328546,-0.929762,0.9864329671923987
173,0.02684,-0.319762,-0.930372,0.984154551190005
174,0.030255999999999998,-0.322934,-0.932568,0.9873625820923132
175,0.022814,-0.327204,-0.93391,0.9898337356909997
176,0.032085999999999996,-0.322202,-0.924516,0.9795782125261873
177,0.02318,-0.32269,-0.935252,0.9896274309072076
178,0.027816,-0.327448,-0.927688,0.9841752627982477
179,0.018178,-0.327692,-0.927932,0.9842612880592226
180,0.025131999999999998,-0.326594,-0.931348,0.9872711660754607
181,0.038918,-0.338794,-0.926956,0.9876960114812654
182,0.02196,-0.331718,-0.928298,0.9860305522284794
183,0.024156,-0.323788,-0.92537,0.9806792636637118
184,0.029402,-0.323544,-0.9292739999999999,0.9844264140178279
185,0.026108,-0.334646,-0.92598,0.9849408781140114
186,0.026352,-0.32635,-0.930128,0.9860714207338127
187,0.020374,-0.32147,-0.928298,0.9825961721785812
188,0.027084,-0.323666,-0.9323239999999999,0.9872797291487352
189,0.02318,-0.32635,-0.92964,0.9855314122340292
190,0.039284,-0.317444,-0.93025,0.9837067592997417
191,0.027816,-0.323056,-0.928298,0.9832985740841893
192,0.031232,-0.329278,-0.928298,0.9854626405460534
193,0.026108,-0.323666,-0.92964,0.9847191664733657
194,0.024766,-0.323422,-0.9182939999999999,0.9738988732286324
195,0.029768,-0.323788,-0.919758,0.97554066103469
196,0.028304,-0.332816,-0.929396,0.9875953275952656
197,0.021716,-0.338794,-0.92842,0.988542692801884
198,0.02684,-0.34111199999999997,-0.9211,0.98260011812741
199,0.02501,-0.333304,-0.930738,0.9889339114217895
200,0.025498,-0.333304,-0.92903,0.9873390731253372
201,0.026352,-0.314272,-0.927932,0.9800607708259728
202,0.030012,-0.316834,-0.932446,0.9852614102947501
203,0.025254,-0.324398,-0.933666,0.9887386037148544
204,0.030866,-0.319884,-0.930372,0.9843122176403176
205,0.021471999999999998,-0.328546,-0.93391,0.9902481552621041
206,0.015493999999999999,-0.3233,-0.9262239999999999,0.9811492507320178
207,0.021228,-0.328546,-0.9243939999999999,0.9812733407853287
208,0.023058,-0.328058,-0.930128,0.9865555327055846
209,0.027938,-0.326472,-0.929152,0.9852349657477651
210,0.02745,-0.32012799999999997,-0.93391,0.9876352195947652
211,0.025498,-0.322202,-0.930128,0.9846838950607448
212,0.020739999999999998,-0.322934,-0.928786,0.9835445845268022
213,0.030622,-0.322324,-0.9286639999999999,0.9834873119445924
214,0.030744,-0.31659,-0.925492,0.9786265190050799
215,0.028914,-0.321104,-0.920612,0.9754333666406947
216,0.030255999999999998,-0.324032,-0.92415,0.979778232591437
217,0.026352,-0.32208,-0.9333,0.9876633253816809
218,0.02562,-0.331718,-0.926102,0.9840518941234756
219,0.02867,-0.33122999999999997,-0.928298,0.9860387713492811
220,0.030744,-0.323788,-0.930128,0.9853537227128134
221,0.01586,-0.327204,-0.928908,0.9849792229686878
222,0.02013,-0.32269,-0.9243939999999999,0.9793050189986774
223,0.035746,-0.33061999999999997,-0.925858,0.9837684672116707
224,0.0183,-0.322446,-0.92781,0.9824142247626507
225,0.024399999999999998,-0.314882,-0.92293,0.9754721004846832
226,0.033916,-0.324764,-0.922808,0.9788751481246216
227,0.024399999999999998,-0.330864,-0.92964,0.9870647780647428
228,0.021716,-0.32696,-0.929396,0.985470116782848
229,0.02501,-0.330864,-0.92415,0.981911253167006
230,0.020618,-0.324276,-0.927932,0.9831774116221345
231,0.02745,-0.327082,-0.9298839999999999,0.9861137818122206
232,0.030378,-0.33061999999999997,-0.928176,0.9857703050203936
233,0.02928,-0.329156,-0.92781,0.9849022219672368
234,0.030866,-0.32086,-0.929762,0.9840534671449513
235,0.032085999999999996,-0.330742,-0.931348,0.9888523039685957
236,0.02745,-0.32939999999999997,-0.924028,0.981369251242365
237,0.02867,-0.327204,-0.926346,0.9828536708137179
238,0.019764,-0.330132,-0.934032,0.990854949093963
239,0.020496,-0.32269,-0.926102,0.9809249902617426
240,0.024888,-0.331718,-0.92842,0.986214956522157
241,0.020496,-0.32513,-0.92842,0.9839173234149301
242,0.013663999999999999,-0.319396,-0.9231739999999999,0.9769599500429892
243,0.014884,-0.322812,-0.930372,0.9848965322225477
244,0.01525,-0.332938,-0.922808,0.981149774095678
245,0.020862,-0.329278,-0.929518,0.9863381451875416
246,0.025986,-0.323666,-0.930616,0.9856374035151061
247,0.028426,-0.327326,-0.932568,0.988753468957758
248,0.028182,-0.32574,-0.9384239999999999,0.9937506611318555
249,0.023546,-0.32147,-0.933788,0.9878549508708249
250,0.019886,-0.32208,-0.925736,0.9803663198478414
251,0.02684,-0.32147,-0.930372,0.9847108229749484
252,0.02989,-0.326472,-0.928542,0.9847170277028827
253,0.033306,-0.329034,-0.9195139999999999,0.9771789288497782
254,0.030255999999999998,-0.328912,-0.9213439999999999,0.9787611024228536
255,0.021471999999999998,-0.317932,-0.92476,0.9781221094566874
256,0.022814,-0.324398,-0.929762,0.9849933591877663
257,0.026718,-0.32452,-0.93086,0.9861680493323641
258,0.023546,-0.32452,-0.93086,0.9860872091838531
259,0.03294,-0.327082,-0.9286639999999999,0.9851317187158273
260,0.030134,-0.314882,-0.926468,0.9789799216041154
261,0.028059999999999998,-0.321836,-0.925126,0.9799101440295431
262,0.02318,-0.325008,-0.934886,0.9900400726536275
263,0.024766,-0.31768799999999997,-0.9292739999999999,0.9823895292479454
264,0.027572,-0.324398,-0.925858,0.9814312577822248
265,0.039162,-0.321836,-0.927932,0.9829394028952141
266,0.022692,-0.322324,-0.923296,0.9782040643219594
267,0.032818,-0.332084,-0.9237839999999999,0.982208573998415
268,0.022814,-0.330986,-0.930372,0.9877571914068761
269,0.019154,-0.334768,-0.929396,0.9880351280981866
270,0.02684,-0.31964,-0.927688,0.9815778830760196
271,0.022935999999999998,-0.329644,-0.920002,0.9775453477133427
272,0.025498,-0.315492,-0.931226,0.9835482769767837
273,0.02562,-0.326594,-0.934642,0.9903916868592951
274,0.026718,-0.32696,-0.938912,0.9945714840412427
275,0.03843,-0.327448,-0.930006,0.986716888291672
276,0.032695999999999996,-0.326838,-0.929518,0.9858477666374256
277,0.028182,-0.325618,-0.93696,0.9923282464225233
278,0.030987999999999998,-0.32086,-0.91744,0.9724235442151737
279,0.030987999999999998,-0.32635,-0.927078,0.98333015652323
280,0.027816,-0.325984,-0.930372,0.9862207443042353
281,0.030744,-0.328302,-0.92964,0.9863862967113848
282,0.028914,-0.32817999999999997,-0.930616,0.9872103480272074
283,0.028791999999999998,-0.336842,-0.928298,0.9879416425234843
284,0.02318,-0.336232,-0.928908,0.9881595734940789
285,0.031598,-0.3233,-0.93086,0.9859115899531763
286,0.027206,-0.33122999999999997,-0.930128,0.9877203934920044
287,0.027938,-0.316224,-0.917928,0.9712723424477812
288,0.030255999999999998,-0.315614,-0.928542,0.981181873199867
289,0.022203999999999998,-0.325618,-0.928176,0.9838855555988206
290,0.030378,-0.33122999999999997,-0.927078,0.9849414976880606
291,0.025742,-0.327082,-0.9317139999999999,0.9877936338547642
292,0.026962,-0.32269,-0.934398,0.9889162795444313
293,0.024034,-0.327326,-0.9311039999999999,0.9872560975998071
294,0.01281,-0.326228,-0.921222,0.9773631757785843
295,0.021471999999999998,-0.328546,-0.930738,0.9872571830804777
296,0.017324,-0.333304,-0.930616,0.9886545487924485
297,0.024156,-0.328546,-0.923418,0.9804217404647858
298,0.029768,-0.324642,-0.934032,0.9892898154797714
299,0.03843,-0.325862,-0.923296,0.9798665274209544
300,0.027206,-0.334036,-0.928542,0.9871729643259077
301,0.017324,-0.336354,-0.930372,0.9894575244425604
302,0.020252,-0.321714,-0.924882,0.9794471681637555
303,0.036234,-0.326594,-0.9274439999999999,0.9839354230476713
304,0.032818,-0.327692,-0.9298839999999999,0.9864802691610207
305,0.023912,-0.33183999999999997,-0.92903,0.9868061158322844
306,0.020252,-0.330132,-0.9292739999999999,0.9863809852202139
307,0.029036,-0.331718,-0.926956,0.9849504285780072
308,0.02196,-0.31890799999999997,-0.927078,0.9806417144645642
309,0.027084,-0.323422,-0.935252,0.9899654724504284
310,0.025863999999999998,-0.324276,-0.926346,0.9818048596274108
311,0.026352,-0.329766,-0.92659,0.9838745198245556
312,0.018788,-0.324642,-0.920978,0.9767015376213964
313,0.025131999999999998,-0.328302,-0.9225639999999999,0.9795601843296816
314,0.018666,-0.322446,-0.9243939999999999,0.9791956442448057
315,0.023302,-0.329888,-0.92781,0.9849875490827283
316,0.02867,-0.330254,-0.924028,0.9816911012125963
317,0.020496,-0.328302,-0.9359839999999999,0.9921029873334722
318,0.028548,-0.32696,-0.9333,0.9893263970520548
319,0.026595999999999998,-0.326106,-0.9329339999999999,0.9886446878469534
320,0.031476,-0.331962,-0.928542,0.9866000982079821
321,0.034648,-0.32635,-0.92598,0.9824173078707439
322,0.020862,-0.329766,-0.927566,0.9846621360426123
323,0.02867,-0.326838,-0.92842,0.984687129774732
324,0.027327999999999998,-0.33366999999999997,-0.9272,0.9857902051065429
325,0.036112,-0.327326,-0.9207339999999999,0.9778535092619957
326,0.031476,-0.334402,-0.92842,0.9873090360064574
327,0.024888,-0.324886,-0.9243939999999999,0.9801400883424777
328,0.027938,-0.328058,-0.921466,0.978520399564567
329,0.01769,-0.330254,-0.928542,0.9856829542910843
330,0.019398,-0.329522,-0.934032,0.9906446425999588
331,0.024034,-0.31964,-0.930372,0.9840423878776767
332,0.03172,-0.326716,-0.925126,0.9816351760873283
333,0.034038,-0.3233,-0.9292739999999999,0.984495628492072
334,0.020374,-0.316956,-0.9333,0.9858626150798092
335,0.013297999999999999,-0.31781,-0.925248,0.9783986377791007
336,0.02196,-0.328424,-0.9311039999999999,0.9875723893426749
337,0.017079999999999998,-0.32574,-0.93147,0.9869319302261935
338,0.028304,-0.328302,-0.9292739999999999,0.9859682990319718
339,0.032574,-0.323666,-0.921222,0.9769701726849187
340,0.026595999999999998,-0.31903,-0.929518,0.983102843267173
341,0.030622,-0.32208,-0.9323239999999999,0.9868643646722683
342,0.017568,-0.322446,-0.92903,0.9835531497789024
343,0.020984,-0.330254,-0.922686,0.9802333841325749
344,0.026108,-0.328302,-0.934276,0.9906237807785557
345,0.030744,-0.336476,-0.9335439999999999,0.9928069762285113
346,0.030134,-0.332084,-0.9274439999999999,0.9855659359718151
347,0.03172,-0.33122999999999997,-0.925858,0.9838356099796347
348,0.031842,-0.326228,-0.931836,0.987804106006854
349,0.020739999999999998,-0.334402,-0.9304939999999999,0.9889762025650566
350,0.022814,-0.324276,-0.92842,0.9836864841869081
351,0.025254,-0.322324,-0.927322,0.9820675216989919
352,0.026352,-0.329156,-0.92903,0.9859689858915441
353,0.024766,-0.326594,-0.937082,0.9926729926395701
354,0.027327999999999998,-0.324764,-0.931348,0.98672568243864
355,0.024522,-0.323666,-0.930006,0.9850239428947908
356,0.02379,-0.325862,-0.924516,0.9805518045468072
357,0.023912,-0.328668,-0.9280539999999999,0.9848241796808199
358,0.029036,-0.319274,-0.929396,0.9831357491150446
359,0.029768,-0.3172,-0.932568,0.9854872137415076
360,0.026474,-0.32513,-0.930372,0.985901844992695
361,0.02379,-0.325984,-0.934032,0.9895692544637793
362,0.018056,-0.335134,-0.9317139999999999,0.9903190369209308
363,0.02928,-0.32147,-0.936106,0.9901993347483122
364,0.029768,-0.326106,-0.93391,0.989656074179308
365,0.027206,-0.323178,-0.930982,0.985855806111624
366,0.026718,-0.325862,-0.9298839999999999,0.9856896814028235
367,0.023424,-0.32635,-0.9280539999999999,0.9840412761627431
368,0.018543999999999998,-0.327448,-0.924028,0.9805069186007818
369,0.024399999999999998,-0.31829799999999997,-0.926346,0.979809108204246
370,0.025131999999999998,-0.319396,-0.930006,0.9836445406121055
371,0.028426,-0.326716,-0.927566,0.9838343694382709
372,0.017446,-0.329522,-0.928786,0.9856635050543364
373,0.021106,-0.327082,-0.931226,0.9872233592434895
374,0.023424,-0.329156,-0.9274439999999999,0.984400695473139
375,0.024766,-0.327326,-0.92781,0.9841682077429651
376,0.021838,-0.32817999999999997,-0.927688,0.9842682743988044
377,0.024766,-0.327082,-0.935618,0.9914519813909294
378,0.023302,-0.329278,-0.930372,0.9871975703333148
379,0.027084,-0.332572,-0.9329339999999999,0.9908095309372028
380,0.023546,-0.326716,-0.931836,0.9877328027700608
381,0.025376,-0.325862,-0.929152,0.9849636660933235
382,0.03233,-0.331962,-0.927932,0.9860536471044564
383,0.025376,-0.340868,-0.925858,0.9869386865271824
384,0.030012,-0.333914,-0.924516,0.9834272285207483
385,0.028304,-0.333304,-0.924272,0.9829401827252765
386,0.032452,-0.330742,-0.926468,0.9842694539057889
387,0.02867,-0.326472,-0.928786,0.9849108434168039
388,0.022082,-0.329766,-0.921588,0.9790595851244193
389,0.027694,-0.335622,-0.9189039999999999,0.9786693239986629
390,0.030012,-0.327692,-0.931226,0.9876561294721964
391,0.032574,-0.33061999999999997,-0.925248,0.9830841832620439
392,0.033062,-0.322812,-0.933788,0.9885649761811309
393,0.03477,-0.32391,-0.935862,0.990941130463359
394,0.030134,-0.329644,-0.926102,0.9834826582589039
395,0.019764,-0.32817999999999997,-0.9292739999999999,0.9857194809741765
396,0.032208,-0.331718,-0.92842,0.9864268260687156
397,0.042456,-0.324154,-0.930372,0.986139131175718
398,0.02867,-0.320006,-0.9335439999999999,0.9872842594065804
399,0.025742,-0.322202,-0.928542,0.983192262546853
400,0.025986,-0.329644,-0.927566,0.9847431763094375
401,0.028914,-0.331718,-0.921222,0.9795523590926623
402,0.0305,-0.33427999999999997,-0.928786,0.9875812889053741
403,0.032085999999999996,-0.32391,-0.932568,0.98773998305222
404,0.0183,-0.319396,-0.934886,0.988109572776218
405,0.02318,-0.31476,-0.92476,0.9771347028941302
406,0.022814,-0.31659,-0.93696,0.9892642459403858
407,0.034038,-0.32513,-0.928908,0.984752849606438
408,0.026718,-0.327448,-0.9250039999999999,0.9816152220926486
409,0.027327999999999998,-0.327204,-0.9207339999999999,0.9775276855189319
410,0.018543999999999998,-0.329522,-0.923418,0.9806270601732342
411,0.021594,-0.324154,-0.922686,0.9782083475149862
412,0.012565999999999999,-0.329156,-0.9311039999999999,0.987651879716735
413,0.023912,-0.32513,-0.930616,0.9860666509420142
414,0.018178,-0.323544,-0.919758,0.9751748244207291
415,0.018178,-0.33061999999999997,-0.9298839999999999,0.9870786582334763
416,0.020618,-0.320372,-0.926468,0.9805132713696434
417,0.023546,-0.328546,-0.928542,0.9852345578571632
418,0.02562,-0.32635,-0.927078,0.9831756328266074
419,0.01769,-0.326838,-0.9225639999999999,0.9789077323425328
420,0.020496,-0.325984,-0.921588,0.9777576877815893
421,0.030134,-0.32513,-0.92476,0.9807133283768504
422,0.036478,-0.320982,-0.930372,0.9848614862974386
423,0.02867,-0.326106,-0.9333,0.9890480181143887
424,0.027816,-0.318786,-0.9311039999999999,0.984557211373722
425,0.017934,-0.326594,-0.934642,0.9902226705928319
426,0.026108,-0.323544,-0.9298839999999999,0.9849094379972201
427,0.030255999999999998,-0.331108,-0.927322,0.9851264004603673
428,0.023667999999999998,-0.327936,-0.92537,0.9820447195622
429,0.025376,-0.321104,-0.93086,0.9850137358392521
430,0.016226,-0.324886,-0.92537,0.9808791123130313
431,0.020007999999999998,-0.330498,-0.922686,0.980295211996876
432,0.039162,-0.32635,-0.92842,0.9848866336507974
433,0.025376,-0.322934,-0.9298839999999999,0.9846900848429417
434,0.026474,-0.317322,-0.931348,0.9842780204109
435,0.020496,-0.32012799999999997,-0.92781,0.9816992505345006
436,0.02562,-0.32817999999999997,-0.9262239999999999,0.9829798548169743
437,0.023424,-0.327692,-0.920612,0.9774749025852275
438,0.015372,-0.33488999999999997,-0.917806,0.9771158908338355
439,0.025131999999999998,-0.329888,-0.92781,0.9850325406137607
440,0.029158,-0.33366999999999997,-0.932202,0.9905485483649955
441,0.025254,-0.325374,-0.930616,0.9861805837918327
442,0.023302,-0.330498,-0.925736,0.9832390619294984
443,0.030255999999999998,-0.323788,-0.9280539999999999,0.9833810662179743
444,0.02379,-0.325496,-0.927932,0.9836520760614497
445,0.021471999999999998,-0.3355,-0.919758,0.9792732383497468
446,0.024644,-0.335378,-0.91744,0.9771294096587207
447,0.021594,-0.334402,-0.922198,0.9811932274756079
448,0.025254,-0.323788,-0.925858,0.9811674014275036
449,0.021594,-0.325252,-0.926712,0.9823697345114006
450,0.024399999999999998,-0.323178,-0.934398,0.9890091011148481
451,0.030012,-0.326228,-0.926346,0.9825692544772608
452,0.015006,-0.327448,-0.922442,0.9789517945762192
453,0.027694,-0.324398,-0.92598,0.9815497850032876
454,0.03599,-0.324276,-0.92903,0.9846557495774856
455,0.031964,-0.322202,-0.9372039999999999,0.9915579477347755
456,0.032574,-0.325984,-0.924028,0.9803848114470154
457,0.020007999999999998,-0.325374,-0.922686,0.9785795902919701
458,0.029036,-0.326594,-0.920612,0.9772579928944045
459,0.023424,-0.33061999999999997,-0.918416,0.9763944987718847
460,0.022326,-0.335744,-0.920368,0.9799488452138713
461,0.027938,-0.332816,-0.930128,0.9882738072437213
462,0.033672,-0.330132,-0.930616,0.9880116803277176
463,0.03294,-0.333182,-0.928298,0.9868295017519491
464,0.031964,-0.323422,-0.9317139999999999,0.9867697123321124
465,0.024399999999999998,-0.326472,-0.935618,0.9912418315971133
466,0.021838,-0.330254,-0.93513,0.9919741527177006
467,0.020496,-0.330986,-0.930128,0.9874765387572506
468,0.031232,-0.327326,-0.92781,0.9843521444076809
469,0.039772,-0.331108,-0.9262239999999999,0.9844314185477827
470,0.030134,-0.327692,-0.9292739999999999,0.9858195939907057
