packet_count,acc_x,acc_y,acc_z,a_mag
233,-0.948794,-0.041114,0.417362,1.0373482802202931
234,-0.95587,-0.049166,0.414312,1.0429569434065817
235,-0.952576,-0.045871999999999996,0.414678,1.0399341901505113
236,-0.945256,-0.041479999999999996,0.409554,1.0310014427012213
237,-0.9384239999999999,-0.039772,0.41663,1.0275222492286966
238,-0.934642,-0.03294,0.421144,1.0256719653475959
239,-0.940254,-0.030378,0.424072,1.0319096222945108
240,-0.94062,-0.040748,0.418582,1.0303578381455638
241,-0.933056,-0.031598,0.42553599999999997,1.0259984503087711
242,-0.9304939999999999,-0.031354,0.422364,1.0223470574359765
243,-0.925492,-0.027206,0.425414,1.0189468484155588
244,-0.928176,-0.032452,0.42736599999999997,1.022352931837142
245,-0.91927,-0.031964,0.42639,1.0138478496776526
246,-0.923662,-0.021594,0.422608,1.015979976546782
247,-0.921832,-0.030378,0.42675599999999997,1.016276410551775
248,-0.920612,-0.039162,0.430904,1.0172209071799498
249,-0.915122,-0.025986,0.42761,1.0104325109476635
250,-0.925248,-0.03172,0.422852,1.0177886980154573
251,-0.913292,-0.034404,0.431392,1.0106359236362024
252,-0.9058499999999999,-0.026474,0.429928,1.0030469482332318
253,-0.9131699999999999,-0.034526,0.432612,1.0110512529639633
254,-0.915366,-0.0305,0.436394,1.0145269277806281
255,-0.915976,-0.029158,0.442372,1.0176223306924823
256,-0.911096,-0.037576,0.43541799999999997,1.0104933011732438
257,-0.911584,-0.028059999999999998,0.438346,1.0118893063828671
258,-0.895968,-0.025131999999999998,0.43676,0.9970704950242987
259,-0.88999,-0.021106,0.437492,0.9919309015248995
260,-0.893528,-0.027938,0.439444,0.9961344526538574
261,-0.893284,-0.033794,0.43432,0.9938471721004191
262,-0.895846,-0.024399999999999998,0.44456799999999996,1.0003879859034694
263,-0.8854759999999999,-0.023302,0.437126,0.9877701502151196
264,-0.895358,-0.025376,0.443592,0.9995417710150987
265,-0.892796,-0.018543999999999998,0.44956999999999997,0.9997708549722781
266,-0.884012,-0.026962,0.445422,0.9902549791200245
267,-0.87901,-0.024034,0.444934,0.9854960566192033
268,-0.8830359999999999,-0.033672,0.44334799999999996,0.9886575898580862
269,-0.884622,-0.027327999999999998,0.440176,0.9884623480153404
270,-0.86498,-0.022326,0.442616,0.9719042000794111
271,-0.875594,-0.02562,0.445422,0.982711552450667
272,-0.873154,-0.024766,0.453474,0.9842001479109826
273,-0.870958,-0.031842,0.453596,0.982512637040359
274,-0.873642,-0.0305,0.444446,0.980669588128438
275,-0.878888,-0.029036,0.443592,0.9849167824258047
276,-0.866932,-0.024156,0.447374,0.9758576232401938
277,-0.865468,-0.023424,0.446032,0.9739240667649609
278,-0.864004,-0.020984,0.440542,0.9700621083394609
279,-0.875838,-0.031476,0.445178,0.9829885006977447
280,-0.870104,-0.036722,0.448106,0.9794020948190789
281,-0.8644919999999999,-0.020007999999999998,0.448838,0.9742701311094372
282,-0.866932,-0.023912,0.451522,0.9777601918936975
283,-0.869982,-0.0008539999999999999,0.45078999999999997,0.9798372485979495
284,-0.86193,-0.028059999999999998,0.450058,0.9727604493728145
285,-0.84119,-0.021594,0.444446,0.9516297409455003
286,-0.856684,-0.037698,0.44956999999999997,0.968215781713973
287,-0.851438,-0.033306,0.448716,0.9630171369897839
288,-0.857416,-0.032085999999999996,0.44395799999999996,0.9660695700703961
289,-0.8522919999999999,-0.028548,0.445178,0.9619771791742254
290,-0.851804,-0.030378,0.444202,0.9611494650177984
291,-0.8608319999999999,-0.02623,0.450424,0.9719061296750833
292,-0.85156,-0.030134,0.444446,0.9610383647243226
293,-0.84607,-0.04575,0.453474,0.9610235044347251
294,-0.845338,-0.045384,0.455792,0.96145846970319
295,-0.847534,-0.044042,0.45383999999999997,0.9624054886169343
296,-0.84119,-0.04819,0.447496,0.9540312165836085
297,-0.8479,-0.051606,0.452864,0.9626439589650995
298,-0.850706,-0.057218,0.438712,0.9588758089054077
299,-0.8620519999999999,-0.053314,0.451156,0.9744320241227706
300,-0.859368,-0.049654,0.452376,0.9724314497773094
301,-0.852536,-0.050752,0.442006,0.961645829209486
302,-0.852048,-0.052337999999999996,0.451034,0.9654826408092483
303,-0.842898,-0.049288,0.449082,0.9563372773619149
304,-0.853878,-0.046726,0.451522,0.967038300401799
305,-0.852048,-0.058193999999999996,0.451888,0.9662169013653198
306,-0.8577819999999999,-0.060511999999999996,0.453474,0.9721575645665674
307,-0.8553419999999999,-0.052704,0.44956999999999997,0.9677297316296528
308,-0.86193,-0.055144,0.450546,0.9741436668951864
309,-0.85766,-0.060511999999999996,0.454084,0.9723346423942736
310,-0.850828,-0.072468,0.450668,0.9655369194556985
311,-0.854244,-0.061,0.445178,0.9652135842496209
312,-0.86132,-0.066978,0.446154,0.9723227790193955
313,-0.854,-0.070394,0.447374,0.9666513389593996
314,-0.8522919999999999,-0.056608,0.450058,0.9654834655715239
315,-0.856318,-0.065758,0.451888,0.9704676173020921
316,-0.841678,-0.07381,0.453962,0.959140901655226
317,-0.853756,-0.072224,0.44773999999999997,0.9667402553488708
318,-0.848266,-0.069174,0.446276,0.9609903835148403
319,-0.845948,-0.07124799999999999,0.456646,0.9639656972755826
320,-0.8504619999999999,-0.06770999999999999,0.448838,0.9640154603469802
321,-0.85034,-0.080398,0.441274,0.961386861299862
322,-0.844362,-0.074786,0.449326,0.9593925094120759
323,-0.840336,-0.069906,0.452254,0.9568621229038173
324,-0.846314,-0.066734,0.455792,0.963559630026082
325,-0.838506,-0.076616,0.454328,0.9567529749501696
326,-0.8461919999999999,-0.080398,0.448716,0.9611715704930103
327,-0.843264,-0.083692,0.453718,0.9612276255310186
328,-0.831674,-0.083814,0.44773999999999997,0.9482497226321767
329,-0.839604,-0.084058,0.448472,0.9555771862931848
330,-0.83936,-0.083814,0.44834999999999997,0.955284103655033
331,-0.841312,-0.08234999999999999,0.453474,0.9592841458712845
332,-0.838506,-0.083448,0.452986,0.956688139853317
333,-0.83936,-0.076372,0.44956999999999997,0.9552335195563438
334,-0.843508,-0.072834,0.450546,0.9590632073726946
335,-0.837042,-0.070394,0.451522,0.9536596570496205
336,-0.8343579999999999,-0.078202,0.451034,0.9516829798436031
337,-0.842532,-0.082838,0.447618,0.957645121739781
338,-0.837286,-0.079544,0.44469,0.9513802025646739
339,-0.8296,-0.083936,0.447008,0.946095959276859
340,-0.8221579999999999,-0.081008,0.445422,0.9385663701156141
341,-0.82655,-0.087108,0.443592,0.9420968998080823
342,-0.827282,-0.084424,0.448106,0.9446279196254999
343,-0.831186,-0.08479,0.45017999999999997,0.949063508462948
344,-0.831552,-0.081862,0.44469,0.9465354255641993
345,-0.829844,-0.081618,0.449082,0.9470888052257823
346,-0.82777,-0.077836,0.449326,0.9450690292629422
347,-0.82655,-0.07942199999999999,0.452864,0.9458216317467052
348,-0.825452,-0.082594,0.451034,0.9442586734025799
349,-0.811178,-0.075884,0.45444999999999997,0.9328949199347158
350,-0.8282579999999999,-0.07503,0.456646,0.9487709864767155
351,-0.826794,-0.078446,0.450058,0.9446133053879774
352,-0.8239879999999999,-0.074542,0.454084,0.9437716953606947
353,-0.81008,-0.06831999999999999,0.453718,0.9309979872824645
354,-0.81923,-0.072712,0.448716,0.9368942717831078
355,-0.826916,-0.08174,0.441274,0.940847618762996
356,-0.82655,-0.07356599999999999,0.439566,0.9390501196485733
357,-0.808738,-0.069052,0.442982,0.924693670180563
358,-0.817156,-0.075152,0.442006,0.9320735247157275
359,-0.814838,-0.069174,0.445422,0.9312071555803251
360,-0.803126,-0.062342,0.448106,0.9217900433808124
361,-0.817888,-0.071614,0.4453,0.9340029098134545
362,-0.813008,-0.085644,0.442616,0.9296374703377656
363,-0.815936,-0.070394,0.43615,0.9278651269618877
364,-0.812886,-0.075762,0.441274,0.9280335515033925
365,-0.81496,-0.065148,0.44334799999999996,0.9300330707066281
366,-0.8235,-0.065026,0.44347,0.9375746751997943
367,-0.828136,-0.061854,0.43676,0.9382933706533367
368,-0.82411,-0.062586,0.440542,0.9365636941820882
369,-0.813008,-0.058926,0.442616,0.927557655887762
370,-0.817156,-0.06539199999999999,0.436394,0.9286871191289346
371,-0.817278,-0.064538,0.424682,0.9232893825079979
372,-0.81679,-0.061,0.43163599999999996,0.9258382907376428
373,-0.81923,-0.0549,0.430172,0.9269302845867105
374,-0.816302,-0.056242,0.438346,0.9282560710730633
375,-0.8164239999999999,-0.056729999999999996,0.43127,0.9250731071520779
376,-0.818742,-0.058804,0.43737,0.9301015481548238
377,-0.82167,-0.04575,0.437736,0.9321198727073681
378,-0.828136,-0.042943999999999996,0.43163599999999996,0.9348599136384017
379,-0.82411,-0.049532,0.439566,0.9353229279131352
380,-0.831064,-0.04819,0.437492,0.9404195331127486
381,-0.82289,-0.05246,0.432002,0.9308736389564376
382,-0.83082,-0.041846,0.428342,0.9356761347175635
383,-0.83509,-0.045384,0.428098,0.9395227049731156
384,-0.829234,-0.033794,0.423584,0.9317695349430567
385,-0.82533,-0.03843,0.43493,0.933707972923012
386,-0.823012,-0.039284,0.435052,0.9317522350410542
387,-0.828624,-0.047214,0.426512,0.9331448876332121
388,-0.835456,-0.046238,0.423218,0.9376769998800226
389,-0.83875,-0.03965,0.43066,0.9436851808733674
390,-0.833992,-0.040748,0.422852,0.9359523863274242
391,-0.8264279999999999,-0.034038,0.43005,0.9322471920730038
392,-0.842776,-0.046604,0.43224599999999996,0.9483037084752964
393,-0.8300879999999999,-0.046848,0.427854,0.9350400355941985
394,-0.821914,-0.041602,0.42980599999999997,0.9284430771113541
395,-0.841434,-0.040504,0.422486,0.9424150733981286
396,-0.844606,-0.035746,0.417972,0.9430470107772995
397,-0.83143,-0.036478,0.429684,0.9366081513845586
398,-0.84119,-0.036844,0.42431599999999997,0.942869113022587
399,-0.8337479999999999,-0.040015999999999996,0.42273,0.9356482569106833
400,-0.8319179999999999,-0.034892,0.427,0.9357531781340632
401,-0.837896,-0.041846,0.4209,0.9386040722967272
402,-0.83692,-0.02562,0.427732,0.9402372757043831
403,-0.825696,-0.031842,0.428464,0.930789555525845
404,-0.82533,-0.035136,0.434686,0.9334645499385609
405,-0.829966,-0.03294,0.42944,0.9350654085977087
406,-0.835212,-0.031964,0.421266,0.9359838807351331
407,-0.829722,-0.038551999999999996,0.425902,0.9334438213368815
408,-0.831552,-0.037087999999999996,0.41809399999999997,0.9314809935173126
409,-0.833626,-0.031476,0.423218,0.9354338683071081
410,-0.824354,-0.036234,0.420778,0.9262432430825069
411,-0.8343579999999999,-0.041724,0.42736599999999997,0.9383687240610696
412,-0.8239879999999999,-0.040138,0.426268,0.9285858554877949
413,-0.821304,-0.035746,0.433344,0.9293035345181896
414,-0.8233779999999999,-0.03721,0.423828,0.9268042342199349
415,-0.83326,-0.042822,0.426634,0.9371085962896722
416,-0.838262,-0.035623999999999996,0.42944,0.9425343302076588
417,-0.830332,-0.041479999999999996,0.427122,0.9346684029686678
418,-0.8115439999999999,-0.037332,0.425292,0.9169899821830116
419,-0.824842,-0.029768,0.425902,0.9287857516090565
420,-0.812398,-0.035746,0.431514,0.9205827606011313
421,-0.81374,-0.038796,0.43188,0.9220619564953323
422,-0.8152039999999999,-0.037454,0.424804,0.9200102185019469
423,-0.79361,-0.02501,0.424438,0.9003276892576391
424,-0.802272,-0.034404,0.42761,0.909766073944286
425,-0.79544,-0.036112,0.427,0.9035252459914996
426,-0.798002,-0.031354,0.423218,0.9038272737885265
427,-0.79788,-0.040992,0.41846,0.9018878034789028
428,-0.790804,-0.03782,0.41846,0.8954943274058189
429,-0.790072,-0.034282,0.422974,0.8968255267241226
430,-0.79666,-0.032208,0.41809399999999997,0.9002816801979256
431,-0.778604,-0.033306,0.42517,0.8877516586027874
432,-0.786412,-0.035746,0.42309599999999997,0.8937179843082492
433,-0.780556,-0.035136,0.421876,0.8879648455924367
434,-0.769942,-0.039284,0.4209,0.8783568329671034
435,-0.763354,-0.023424,0.425292,0.8741460394899699
436,-0.7826299999999999,-0.024278,0.423218,0.8900632638795963
437,-0.779458,-0.029158,0.426512,0.888998002737914
438,-0.763964,-0.033062,0.42614599999999997,0.8754053360906592
439,-0.763842,-0.018666,0.43127,0.8773806661991134
440,-0.772626,-0.016714,0.432002,0.8853564376430546
441,-0.760182,-0.021471999999999998,0.432124,0.8746821544332548
442,-0.7634759999999999,-0.028548,0.43798,0.8806458262434449
443,-0.753838,-0.022082,0.444812,0.8755667080879674
444,-0.772138,-0.02196,0.44164,0.889789425787922
445,-0.774578,-0.02623,0.444812,0.8935976758743276
446,-0.75335,-0.023058,0.449082,0.877349723079685
447,-0.752008,-0.010735999999999999,0.4453,0.8740271069938277
448,-0.7753099999999999,-0.017934,0.451522,0.8973847229254573
449,-0.773724,-0.025254,0.459574,0.9002748770059065
450,-0.771772,-0.008539999999999999,0.46055,0.8987832075000067
451,-0.7765299999999999,-0.010614,0.46677199999999996,0.9060836594266557
452,-0.769698,-0.005612,0.461038,0.8972304849881105
453,-0.769332,-0.004148,0.459208,0.8959692625263436
454,-0.781776,0.002806,0.47275,0.913605029710323
455,-0.772992,0.00366,0.467626,0.9034401493956309
456,-0.7765299999999999,0.00488,0.46921199999999996,0.9072940847619364
457,-0.785314,0.010614,0.474702,0.9176996918360603
458,-0.779946,0.003904,0.4758,0.9136282855363007
459,-0.774212,0.001098,0.48617,0.9142027649531586
460,-0.7832399999999999,0.006588,0.48958599999999997,0.9236897480972709
461,-0.790316,0.008418,0.491782,0.9308704410947852
462,-0.7771399999999999,0.004758,0.486902,0.917083843368751
463,-0.787144,0.000976,0.488,0.9261428773747601
464,-0.779458,-0.002928,0.495076,0.9233978518082009
465,-0.779702,-0.002196,0.499224,0.92583186021869
466,-0.779336,0.0053679999999999995,0.504592,0.9284430530646455
467,-0.782142,0.001586,0.516792,0.9374553828444318
468,-0.781776,0.001952,0.518744,0.9382285766357792
469,-0.791902,0.003294,0.522404,0.9486967730818947
470,-0.7801899999999999,-0.00244,0.5164259999999999,0.9356271710334196
471,-0.782142,-0.008418,0.525454,0.9422944746755125
472,-0.782264,-0.009516,0.532042,0.9460952434697049
473,-0.776774,-0.017934,0.53192,0.9416147629641328
474,-0.782996,-0.018178,0.536312,0.9492332363776566
